年度,管制編號,事業名稱,公司,事業統編,直接排放量(公噸CO2e),能源間接排放量(公噸CO2e),合計排放量(公噸CO2e),工廠排放量佔比,公司總排放量,行業大類排放量,行業大類佔比,縣市別,縣市別排放量,縣市別排放量佔比,行業分類,行業大類
112,L9202231,三福氣體股份有限公司中科分公司中科二廠,三福氣體股份有限公司,11072509,87.08,"35,381.55","35,468.62",6.39%,"554,927.66","554,927.66",100.00%,台中市,"68,488.90",12.34%,化學原材料製造業,石化業
112,L92A0991,三福氣體股份有限公司中科分公司中科三廠,三福氣體股份有限公司,11072509,0.62,"33,019.65","33,020.28",5.95%,"554,927.66","554,927.66",100.00%,台中市,"68,488.90",12.34%,化學原材料製造業,石化業
112,B9501153,聯亞科技股份有限公司中科聯豐工廠,聯亞科技股份有限公司,22099456,9.30,"56,662.20","56,671.50",10.23%,"553,705.98","553,705.98",100.00%,台中市,"107,698.04",19.45%,化學原材料製造業,石化業
112,L9506663,聯亞科技股份有限公司中科工廠,聯亞科技股份有限公司,22099456,3.06,"51,023.48","51,026.54",9.22%,"553,705.98","553,705.98",100.00%,台中市,"107,698.04",19.45%,化學原材料製造業,石化業
112,L91A1845,亞東工業氣體股份有限公司台中分公司,亞東工業氣體股份有限公司,22522453,"6,517.16","70,736.79","77,253.95",21.66%,"356,607.21","356,607.21",100.00%,台中市,"209,758.83",58.82%,化學原材料製造業,石化業
112,B9503291,亞東工業氣體股份有限公司中科園區分公司二廠,亞東工業氣體股份有限公司,22522453,5.14,"75,993.80","75,998.94",21.31%,"356,607.21","356,607.21",100.00%,台中市,"209,758.83",58.82%,化學原材料製造業,石化業
112,L9101748,中美和石油化學股份有限公司台中廠,中美和石油化學股份有限公司,14040691,"155,795.34","29,438.19","185,233.53",100.00%,"185,233.53","185,233.53",100.00%,台中市,"185,233.53",100.00%,化學原材料製造業,石化業
112,L91A2566,藍海氣體工業股份有限公司台中廠,藍海氣體工業股份有限公司,28438186,103.49,"43,478.42","43,581.91",100.00%,"43,581.91","43,581.91",100.00%,台中市,"43,581.91",100.00%,化學原材料製造業,石化業
112,L02A1943,餘慶堂興業股份有限公司研磨廠,餘慶堂興業股份有限公司,28730458,"17,708.20","23,691.45","41,399.65",100.00%,"41,399.65","41,399.65",100.00%,台中市,"41,399.65",100.00%,水泥及其製品製造業,水泥業
112,B23B6125,台灣積體電路製造股份有限公司十五B廠,台灣積體電路製造股份有限公司,22099131,"140,542.41","1,567,673.04","1,708,215.45",14.96%,"11,418,277.62","11,418,277.62",100.00%,台中市,"2,790,366.11",24.44%,半導體製造業,半導體業
112,L95A2041,台灣積體電路製造股份有限公司15廠,台灣積體電路製造股份有限公司,22099131,"162,883.72","830,364.09","993,247.81",8.70%,"11,418,277.62","11,418,277.62",100.00%,台中市,"2,790,366.11",24.44%,半導體製造業,半導體業
112,B9503479,台灣積體電路製造股份有限公司先進封測五廠,台灣積體電路製造股份有限公司,22099131,758.91,"88,143.94","88,902.85",0.78%,"11,418,277.62","11,418,277.62",100.00%,台中市,"2,790,366.11",24.44%,半導體製造業,半導體業
112,L9202099,台灣美光記憶體股份有限公司台中一廠,台灣美光記憶體股份有限公司,28518076,"110,168.50","537,333.60","647,502.10",55.97%,"1,156,889.39","1,156,889.39",100.00%,台中市,"1,156,889.39",100.00%,半導體製造業,半導體業
112,B9205905,台灣美光記憶體股份有限公司台中三廠,台灣美光記憶體股份有限公司,28518076,"41,482.22","281,727.14","323,209.36",27.94%,"1,156,889.39","1,156,889.39",100.00%,台中市,"1,156,889.39",100.00%,半導體製造業,半導體業
112,B9202664,台灣美光記憶體股份有限公司台中二廠,台灣美光記憶體股份有限公司,28518076,"10,214.34","175,963.59","186,177.93",16.09%,"1,156,889.39","1,156,889.39",100.00%,台中市,"1,156,889.39",100.00%,半導體製造業,半導體業
112,B9502212,矽品精密工業股份有限公司中科廠,矽品精密工業股份有限公司,55991080,"5,422.53","205,090.83","210,513.36",37.65%,"559,058.66","559,058.66",100.00%,台中市,"404,053.87",72.27%,半導體製造業,半導體業
112,L9402188,矽品精密工業股份有限公司中山廠,矽品精密工業股份有限公司,55991080,"1,368.77","108,670.90","110,039.67",19.68%,"559,058.66","559,058.66",100.00%,台中市,"404,053.87",72.27%,半導體製造業,半導體業
112,L9401476,矽品精密工業股份有限公司大豐廠,矽品精密工業股份有限公司,55991080,"7,853.11","75,647.73","83,500.84",14.94%,"559,058.66","559,058.66",100.00%,台中市,"404,053.87",72.27%,半導體製造業,半導體業
112,L9506056,華邦電子股份有限公司中科廠,華邦電子股份有限公司,22099218,"32,108.58","251,278.93","283,387.51",71.38%,"397,006.76","397,006.76",100.00%,台中市,"283,387.51",71.38%,半導體製造業,半導體業
112,B23A2532,亞東工業氣體股份有限公司-中科園區分公司,亞東工業氣體股份有限公司,22522453,54.15,"56,451.80","56,505.95",15.85%,"356,607.21","356,607.21",100.00%,台中市,"209,758.83",58.82%,未分類其他化學製品製造業,石化業
112,L91A0867,台灣中油股份有限公司天然氣事業部台中液化天然氣廠,台灣中油股份有限公司,	03707901,"2,060.76","64,159.93","66,220.69",1.01%,"6,542,927.09","6,542,927.09",100.00%,台中市,"66,220.69",1.01%,石油及煤製品製造業,石化業
112,B2313780,友達光電股份有限公司台中廠,友達光電股份有限公司,84149738,"19,097.41","847,846.82","866,944.23",43.96%,"1,971,912.89","1,971,912.89",100.00%,台中市,"1,218,138.16",61.77%,光電材料及元件製造業,光電業
112,L92A0931,友達光電股份有限公司后里廠,友達光電股份有限公司,84149738,"6,793.18","344,400.75","351,193.93",17.81%,"1,971,912.89","1,971,912.89",100.00%,台中市,"1,218,138.16",61.77%,光電材料及元件製造業,光電業
112,B9503488,晶元光電股份有限公司H1廠,晶元光電股份有限公司,84149786,"2,982.69","21,190.23","24,172.91",31.24%,"77,385.86","77,385.86",100.00%,台中市,"24,172.91",31.24%,光電材料及元件製造業,光電業
112,B9200124,友達晶材股份有限公司后里廠,友達晶材股份有限公司,24410807,116.57,"37,030.47","37,147.04",100.00%,"37,147.04","37,147.04",100.00%,台中市,"37,147.04",100.00%,光電材料及元件製造業,光電業
112,B24B8988,大立光電股份有限公司七廠,大立光電股份有限公司,22480876,489.46,"70,346.66","70,836.12",43.12%,"164,275.32","164,275.32",100.00%,台中市,"164,275.32",100.00%,光學儀器及設備製造業,光電業
112,B24B8998,大立光電股份有限公司七之一廠,大立光電股份有限公司,22480876,685.66,"52,277.53","52,963.19",32.24%,"164,275.32","164,275.32",100.00%,台中市,"164,275.32",100.00%,光學儀器及設備製造業,光電業
112,B24A7498,大立光電股份有限公司精密機械園區廠,大立光電股份有限公司,22480876,497.25,"39,978.76","40,476.01",24.64%,"164,275.32","164,275.32",100.00%,台中市,"164,275.32",100.00%,光學儀器及設備製造業,光電業
112,L8801141,巨大機械工業股份有限公司日南廠,巨大機械工業股份有限公司,56054251,"5,970.10","13,941.08","19,911.17",100.00%,"19,911.17","19,911.17",100.00%,台中市,"19,911.17",100.00%,自行車及其零件製造業,自行車業
112,B2313762,宏全國際股份有限公司台中二廠,宏全國際股份有限公司,58176511,711.52,"35,246.20","35,957.71",100.00%,"35,957.71","35,957.71",100.00%,台中市,"35,957.71",100.00%,其他金屬製品製造業,鋼鐵業
112,B2311535,台灣康寧顯示玻璃股份有限公司,台灣康寧顯示玻璃股份有限公司,	04388145,"37,778.34","309,048.54","346,826.89",82.92%,"418,258.35","418,258.35",100.00%,台中市,"346,826.89",82.92%,其他非金屬礦物製品製造業,非金屬製品加工業
112,L02A0301,中聯資源股份有限公司台中廠,中聯資源股份有限公司,86119908,"33,097.63","24,737.98","57,835.61",44.66%,"129,511.28","129,511.28",100.00%,台中市,"57,835.61",44.66%,其他非金屬礦物製品製造業,非金屬製品加工業
112,L9000666,味丹企業股份有限公司沙鹿第一工廠,味丹企業股份有限公司,56121907,"35,504.87","12,140.13","47,645.00",100.00%,"47,645.00","47,645.00",100.00%,台中市,"47,645.00",100.00%,其他食品製造業,食品業
112,L8900676,永豐餘消費品實業股份有限公司清水廠,永豐餘消費品實業股份有限公司,22327037,"35,845.76","27,731.66","63,577.42",58.03%,"109,560.84","109,560.84",100.00%,台中市,"63,577.42",58.03%,其他紙製品製造業,造紙業
112,L91A3247,台灣肥料股份有限公司台中廠,台灣肥料股份有限公司,	03795101,"372,488.83","41,432.07","413,920.90",100.00%,"413,920.90","413,920.90",100.00%,台中市,"413,920.90",100.00%,肥料及氮化合物製造業,石化業
112,B9100709,華新麗華股份有限公司台中不�袗�廠,華新麗華股份有限公司,35412204,"41,455.13","39,201.62","80,656.76",27.46%,"293,729.54","293,729.54",100.00%,台中市,"80,656.76",27.46%,金屬加工處理業,鋼鐵業
112,L9100198,台灣玻璃工業股份有限公司台中廠,台灣玻璃工業股份有限公司,11914002,"80,236.35","18,958.34","99,194.68",16.56%,"598,879.83","598,879.83",100.00%,台中市,"123,552.98",20.63%,玻璃及其製品製造業,非金屬製品加工業
112,L9100563,台灣玻璃工業股份有限公司台中廠平板三場,台灣玻璃工業股份有限公司,11914002,"13,454.33","10,903.96","24,358.29",4.07%,"598,879.83","598,879.83",100.00%,台中市,"123,552.98",20.63%,玻璃及其製品製造業,非金屬製品加工業
112,L9200693,正隆股份有限公司后里分公司,正隆股份有限公司,33085508,"803,581.87","36,273.43","839,855.31",62.76%,"1,338,222.45","1,338,222.45",100.00%,台中市,"839,855.31",62.76%,紙漿、紙及紙板製造業,造紙業
112,L8801052,廣源造紙股份有限公司台中廠,廣源造紙股份有限公司,50301500,"68,702.42","35,129.33","103,831.75",100.00%,"103,831.75","103,831.75",100.00%,台中市,"103,831.75",100.00%,紙漿、紙及紙板製造業,造紙業
112,L8901039,中聯油脂股份有限公司台中港廠,中聯油脂股份有限公司,89480404,"30,735.24","15,541.88","46,277.12",100.00%,"46,277.12","46,277.12",100.00%,台中市,"46,277.12",100.00%,動植物油脂製造業,食品業
112,L0200633,中龍鋼鐵股份有限公司,中龍鋼鐵股份有限公司,84613756,"9,054,468.02","161,898.04","9,216,366.06",100.00%,"9,216,366.06","9,216,366.06",100.00%,台中市,"9,216,366.06",100.00%,鋼鐵製造業,鋼鐵業
112,L9200728,豐興鋼鐵股份有限公司,豐興鋼鐵股份有限公司,55389357,"197,345.96","499,394.27","696,740.22",100.00%,"696,740.22","696,740.22",100.00%,台中市,"696,740.22",100.00%,鋼鐵製造業,鋼鐵業
112,V7500777,中華紙漿股份有限公司台東廠,中華紙漿股份有限公司,94025264,"106,307.67","47,151.95","153,459.62",21.09%,"727,555.62","727,555.62",100.00%,台東縣,"153,459.62",21.09%,紙漿、紙及紙板製造業,造紙業
112,R1001791,台南紡織股份有限公司太子廠,台南紡織股份有限公司,68919301,"23,813.18","53,816.76","77,629.94",62.61%,"123,999.30","77,629.94",62.61%,台南市,"123,999.30",100.00%,人造纖維製造業,石化業
112,D0403385,三福氣體股份有限公司南科分公司南科8廠,三福氣體股份有限公司,11072509,402.38,"217,718.84","218,121.23",39.31%,"554,927.66","554,927.66",100.00%,台南市,"286,098.87",51.56%,化學原材料製造業,石化業
112,R9001631,三福氣體股份有限公司南科廠,三福氣體股份有限公司,11072509,355.62,"67,622.02","67,977.65",12.25%,"554,927.66","554,927.66",100.00%,台南市,"286,098.87",51.56%,化學原材料製造業,石化業
112,D0306069,聯亞科技股份有限公司樹谷工廠,聯亞科技股份有限公司,22099456,63.44,"167,277.09","167,340.54",30.22%,"553,705.98","553,705.98",100.00%,台南市,"167,340.54",30.22%,化學原材料製造業,石化業
112,D32A9989,亞東工業氣體股份有限公司台南廠,亞東工業氣體股份有限公司,22522453,"7,560.85","23,336.96","30,897.80",8.66%,"356,607.21","356,607.21",100.00%,台南市,"30,897.80",8.66%,化學原材料製造業,石化業
112,R8400416,台灣紙業股份有限公司新營紙廠,台灣紙業股份有限公司,11912102,"6,915.25","20,101.53","27,016.77",100.00%,"27,016.77","27,016.77",100.00%,台南市,"27,016.77",100.00%,化學原材料製造業,石化業
112,R9001677,台灣積體電路製造股份有限公司十四廠,台灣積體電路製造股份有限公司,22099131,"173,807.29","736,957.10","910,764.39",7.98%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,D9000746,台灣積體電路製造股份有限公司十四B廠,台灣積體電路製造股份有限公司,22099131,"82,437.62","660,548.79","742,986.40",6.51%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,D0402208,台灣積體電路製造股份有限公司十八廠一期,台灣積體電路製造股份有限公司,22099131,"30,057.36","512,594.36","542,651.71",4.75%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,D0402431,台灣積體電路製造股份有限公司十八廠二期,台灣積體電路製造股份有限公司,22099131,"35,823.40","482,349.50","518,172.90",4.54%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,D0402904,台灣積體電路製造股份有限公司18廠三期,台灣積體電路製造股份有限公司,22099131,"32,785.37","464,360.00","497,145.37",4.35%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,D0402824,台灣積體電路製造股份有限公司十八廠五期,台灣積體電路製造股份有限公司,22099131,"32,984.38","377,420.44","410,404.82",3.59%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,D0402815,台灣積體電路製造股份有限公司十八廠六期,台灣積體電路製造股份有限公司,22099131,"27,119.45","370,749.85","397,869.30",3.48%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,D0402833,台灣積體電路製造股份有限公司十八廠四期,台灣積體電路製造股份有限公司,22099131,"31,163.09","353,237.08","384,400.17",3.37%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,D9001396,台灣積體電路製造股份有限公司十四廠七期,台灣積體電路製造股份有限公司,22099131,"39,309.82","344,099.06","383,408.88",3.36%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,D0403492,台灣積體電路製造股份有限公司十八廠七期,台灣積體電路製造股份有限公司,22099131,"16,193.65","264,739.74","280,933.39",2.46%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,D9008466,台灣積體電路製造股份有限公司十八廠八期,台灣積體電路製造股份有限公司,22099131,"16,420.54","246,579.82","263,000.36",2.30%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,R9004230,台灣積體電路製造股份有限公司六廠,台灣積體電路製造股份有限公司,22099131,"70,242.32","178,302.82","248,545.14",2.18%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,D9007601,台灣積體電路製造股份有限公司十四廠八期,台灣積體電路製造股份有限公司,22099131,"7,377.91","127,447.39","134,825.30",1.18%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,R90A1360,台灣積體電路製造股份有限公司先進封測二廠,台灣積體電路製造股份有限公司,22099131,"17,207.73","92,855.74","110,063.47",0.96%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,D9006435,台灣積體電路製造股份有限公司先進封測二廠二期,台灣積體電路製造股份有限公司,22099131,919.07,"28,347.39","29,266.46",0.26%,"11,418,277.62","11,418,277.62",100.00%,台南市,"5,854,438.07",51.27%,半導體製造業,半導體業
112,R0304131,聯華電子股份有限公司Fab12A廠,聯華電子股份有限公司,47217677,"47,738.46","401,583.01","449,321.47",31.42%,"1,430,026.92","1,430,026.92",100.00%,台南市,"794,300.87",55.54%,半導體製造業,半導體業
112,D0302141,聯華電子股份有限公司Fab12A廠第二廠區,聯華電子股份有限公司,47217677,"15,311.65","329,667.75","344,979.40",24.12%,"1,430,026.92","1,430,026.92",100.00%,台南市,"794,300.87",55.54%,半導體製造業,半導體業
112,R0301514,南茂科技股份有限公司台南廠,南茂科技股份有限公司,16130042,886.76,"71,605.67","72,492.42",32.22%,"224,959.77","224,959.77",100.00%,台南市,"110,759.99",49.24%,半導體製造業,半導體業
112,D0300727,南茂科技股份有限公司台南二廠,南茂科技股份有限公司,16130042,349.71,"37,917.86","38,267.57",17.01%,"224,959.77","224,959.77",100.00%,台南市,"110,759.99",49.24%,半導體製造業,半導體業
112,R0301603,宏捷科技股份有限公司南科大利廠,宏捷科技股份有限公司,16130423,"27,492.14","18,747.10","46,239.24",100.00%,"46,239.24","46,239.24",100.00%,台南市,"46,239.24",100.00%,半導體製造業,半導體業
112,R03A1913,群創光電股份有限公司D廠,群創光電股份有限公司,12800225,"13,676.65","572,230.42","585,907.07",24.28%,"2,412,735.52","2,412,735.52",100.00%,台南市,"1,501,341.56",62.23%,光電材料及元件製造業,光電業
112,R03A1894,群創光電股份有限公司B廠,群創光電股份有限公司,12800225,"49,051.56","410,851.71","459,903.27",19.06%,"2,412,735.52","2,412,735.52",100.00%,台南市,"1,501,341.56",62.23%,光電材料及元件製造業,光電業
112,R03A0450,群創光電股份有限公司樹谷分公司,群創光電股份有限公司,12800225,"12,879.13","387,765.99","400,645.12",16.61%,"2,412,735.52","2,412,735.52",100.00%,台南市,"1,501,341.56",62.23%,光電材料及元件製造業,光電業
112,R03A1903,群創光電股份有限公司A廠,群創光電股份有限公司,12800225,"7,467.83","47,418.28","54,886.11",2.27%,"2,412,735.52","2,412,735.52",100.00%,台南市,"1,501,341.56",62.23%,光電材料及元件製造業,光電業
112,D32B4906,友達光電股份有限公司台南廠,友達光電股份有限公司,84149738,217.71,"24,360.93","24,578.64",1.25%,"1,971,912.89","1,971,912.89",100.00%,台南市,"24,578.64",1.25%,光電材料及元件製造業,光電業
112,R0305156,瀚宇彩晶股份有限公司南科TFT-LCD三廠,瀚宇彩晶股份有限公司,16450500,"15,534.45","212,868.17","228,402.62",85.92%,"265,839.99","265,839.99",100.00%,台南市,"265,839.99",100.00%,光電材料及元件製造業,光電業
112,D0301680,瀚宇彩晶股份有限公司南科觸控感應器廠,瀚宇彩晶股份有限公司,16450500,"1,242.11","36,195.27","37,437.38",14.08%,"265,839.99","265,839.99",100.00%,台南市,"265,839.99",100.00%,光電材料及元件製造業,光電業
112,R03A0658,晶元光電股份有限公司南科一廠,晶元光電股份有限公司,84149786,"7,634.49","25,646.31","33,280.80",43.01%,"77,385.86","77,385.86",100.00%,台南市,"53,212.95",68.76%,光電材料及元件製造業,光電業
112,R90A0302,晶元光電股份有限公司南科三廠,晶元光電股份有限公司,84149786,"1,817.62","18,114.52","19,932.14",25.76%,"77,385.86","77,385.86",100.00%,台南市,"53,212.95",68.76%,光電材料及元件製造業,光電業
112,R90A0401,誠美材料科技股份有限公司,誠美材料科技股份有限公司,27790294,"15,468.71","30,914.12","46,382.84",100.00%,"46,382.84","46,382.84",100.00%,台南市,"46,382.84",100.00%,光電材料及元件製造業,光電業
112,D9000120,精金科技股份有限公司,精金科技股份有限公司,70750217,"5,308.68","40,331.65","45,640.33",100.00%,"45,640.33","45,640.33",100.00%,台南市,"45,640.33",100.00%,光電材料及元件製造業,光電業
112,D32A6282,聯合再生能源股份有限公司台南廠,聯合再生能源股份有限公司,27763753,713.39,"24,414.67","25,128.06",62.61%,"40,135.27","40,135.27",100.00%,台南市,"25,128.06",62.61%,光電材料及元件製造業,光電業
112,R0300384,統一企業股份有限公司新市廠,統一企業股份有限公司,73251209,"20,006.92","30,940.64","50,947.57",65.69%,"77,562.29","77,562.29",100.00%,台南市,"50,947.57",65.69%,乳品製造業,食品業
112,R8400372,台灣史谷脫紙業股份有限公司新營廠,台灣史谷脫紙業股份有限公司,11820053,"11,634.67","17,552.81","29,187.48",100.00%,"29,187.48","29,187.48",100.00%,台南市,"29,187.48",100.00%,其他紙製品製造業,造紙業
112,R9001597,能元科技股份有限公司南科廠,能元科技股份有限公司,16441469,"4,855.45","23,830.30","28,685.76",100.00%,"28,685.76","28,685.76",100.00%,台南市,"28,685.76",100.00%,其他電力設備及配備製造業,電池製造業
112,R90A0689,住華科技股份有限公司南科一廠,住華科技股份有限公司,70848177,"12,894.83","30,920.40","43,815.22",100.00%,"43,815.22","43,815.22",100.00%,台南市,"43,815.22",100.00%,其他電子零組件製造業,電子業
112,R1412418,統一實業股份有限公司二廠,統一實業股份有限公司,73252657,"26,049.85","50,288.73","76,338.59",100.00%,"76,338.59","76,338.59",100.00%,台南市,"76,338.59",100.00%,金屬加工處理業,鋼鐵業
112,R0500240,宏遠興業股份有限公司,宏遠興業股份有限公司,22817999,"52,461.53","43,387.87","95,849.40",100.00%,"95,849.40","95,849.40",100.00%,台南市,"95,849.40",100.00%,染整業,紡織業
112,R0300606,得力實業股份有限公司,得力實業股份有限公司,73686632,"36,913.39","26,393.72","63,307.12",100.00%,"63,307.12","63,307.12",100.00%,台南市,"63,307.12",100.00%,染整業,紡織業
112,R9001702,台灣康寧顯示玻璃股份有限公司南科分公司台南廠,台灣康寧顯示玻璃股份有限公司,	04388145,"4,047.69","67,383.77","71,431.46",17.08%,"418,258.35","418,258.35",100.00%,台南市,"71,431.46",17.08%,玻璃及其製品製造業,非金屬製品加工業
112,R0304944,艾杰旭顯示玻璃股份有限公司台南廠,艾杰旭顯示玻璃股份有限公司,70584724,268.36,"27,940.64","28,209.00",7.25%,"389,005.92","389,005.92",100.00%,台南市,"28,209.00",7.25%,玻璃及其製品製造業,非金屬製品加工業
112,D32A0393,安瀚視特股份有限公司台南第二工廠,安瀚視特股份有限公司,70781345,"2,386.08","33,839.40","36,225.47",100.00%,"36,225.47","36,225.47",100.00%,台南市,"36,225.47",100.00%,玻璃及其製品製造業,非金屬製品加工業
112,R1001719,台南紡織股份有限公司仁德廠,台南紡織股份有限公司,68919301,"25,816.48","20,552.89","46,369.36",37.39%,"123,999.30","46,369.36",37.39%,台南市,"123,999.30",100.00%,紡紗業,紡織業
112,R9700353,怡華實業股份有限公司,怡華實業股份有限公司,33144175,"7,880.10","25,850.16","33,730.26",100.00%,"33,730.26","33,730.26",100.00%,台南市,"33,730.26",100.00%,紡紗業,紡織業
112,R9701056,大統益股份有限公司,大統益股份有限公司,20927014,"12,072.14","88,705.19","100,777.33",100.00%,"100,777.33","100,777.33",100.00%,台南市,"100,777.33",100.00%,動植物油脂製造業,食品業
112,R1002547,豐年豐和企業股份有限公司上崙一廠,豐年豐和企業股份有限公司,16635562,"22,096.66","6,745.27","28,841.94",100.00%,"28,841.94","28,841.94",100.00%,台南市,"28,841.94",100.00%,動植物油脂製造業,食品業
112,R1002065,奇美實業股份有限公司,奇美實業股份有限公司,68387705,"339,458.55","25,330.55","364,789.11",67.20%,"542,811.13","542,811.13",100.00%,台南市,"542,811.13",100.00%,塑膠及合成橡膠原料製造業,石化業
112,R10A3047,奇美實業股份有限公司旭美廠,奇美實業股份有限公司,68387705,"81,224.43","96,797.59","178,022.02",32.80%,"542,811.13","542,811.13",100.00%,台南市,"542,811.13",100.00%,塑膠及合成橡膠原料製造業,石化業
112,D32A8713,可成科技股份有限公司南科工廠,可成科技股份有限公司,69905810,"1,324.20","9,915.57","11,239.77",100.00%,"11,239.77","11,239.77",100.00%,台南市,"11,239.77",100.00%,鋁製造業,鋁製造業
112,R8500582,華新麗華股份有限公司鹽水廠,華新麗華股份有限公司,35412204,"82,120.05","130,952.73","213,072.78",72.54%,"293,729.54","293,729.54",100.00%,台南市,"213,072.78",72.54%,鋼鐵製造業,鋼鐵業
112,R9701341,威致鋼鐵工業股份有限公司官田廠,威致鋼鐵工業股份有限公司,69771636,"86,682.61","162,234.34","248,916.95",100.00%,"248,916.95","248,916.95",100.00%,台南市,"248,916.95",100.00%,鋼鐵製造業,鋼鐵業
112,R8400827,榮剛材料科技股份有限公司新營廠,榮剛材料科技股份有限公司,84252697,"62,850.05","76,992.73","139,842.79",72.82%,"192,033.58","192,033.58",100.00%,台南市,"192,033.58",100.00%,鋼鐵製造業,鋼鐵業
