年度,管制編號,事業名稱,公司,事業統編,直接排放量(公噸CO2e),能源間接排放量(公噸CO2e),合計排放量(公噸CO2e),工廠排放量佔比,公司總排放量,行業大類排放量,行業大類佔比,縣市別,縣市別排放量,縣市別排放量佔比,行業分類,行業大類
112,R92A0659,榮剛材料科技股份有限公司柳營廠,榮剛材料科技股份有限公司,84252697,"33,194.60","18,996.20","52,190.80",27.18%,"192,033.58","192,033.58",100.00%,台南市,"192,033.58",100.00%,鋼鐵製造業,鋼鐵業
112,R14A1883,易昇鋼鐵股份有限公司,易昇鋼鐵股份有限公司,28098406,"52,436.10","103,211.22","155,647.32",85.78%,"181,447.44","181,447.44",100.00%,台南市,"181,447.44",100.00%,鋼鐵製造業,鋼鐵業
112,D9703411,易昇鋼鐵股份有限公司官田廠,易昇鋼鐵股份有限公司,28098406,"12,926.83","12,873.28","25,800.11",14.22%,"181,447.44","181,447.44",100.00%,台南市,"181,447.44",100.00%,鋼鐵製造業,鋼鐵業
112,R9100522,東盟開發實業股份有限公司學甲廠,東盟開發實業股份有限公司,88121697,"23,467.83","32,007.64","55,475.48",100.00%,"55,475.48","55,475.48",100.00%,台南市,"55,475.48",100.00%,鋼鐵製造業,鋼鐵業
112,G37A3618,金元福包裝企業股份有限公司冬山廠,金元福包裝企業股份有限公司,34227006,544.77,"24,350.21","24,894.98",100.00%,"24,894.98","24,894.98",100.00%,宜蘭市,"24,894.98",100.00%,塑膠製品製造業,石化業
112,G3700791,台灣化學纖維股份有限公司龍德廠,台灣化學纖維股份有限公司,58650902,"1,408,051.57",,"1,408,051.57",17.55%,"8,022,912.66","8,002,500.26",99.75%,宜蘭縣,"1,408,051.57",17.55%,化學原材料製造業,石化業
112,G3200527,東南實業股份有限公司蘇澳總廠,東南實業股份有限公司,11384405,"46,904.10","7,255.46","54,159.56",100.00%,"54,159.56","54,159.56",100.00%,宜蘭縣,"54,159.56",100.00%,化學原材料製造業,石化業
112,G3200778,台灣水泥股份有限公司蘇澳廠,台灣水泥股份有限公司,11913502,"1,120,095.87","63,245.17","1,183,341.03",32.48%,"3,643,800.26","3,643,800.26",100.00%,宜蘭縣,"1,183,341.03",32.48%,水泥及其製品製造業,水泥業
112,G37A0585,潤泰精密材料股份有限公司宜蘭冬山廠,潤泰精密材料股份有限公司,86871981,"626,513.58","47,822.36","674,335.94",100.00%,"674,335.94","674,335.94",100.00%,宜蘭縣,"674,335.94",100.00%,水泥及其製品製造業,水泥業
112,G4100017,幸福水泥股份有限公司東澳廠,幸福水泥股份有限公司,40601248,"569,060.22","37,569.29","606,629.51",100.00%,"606,629.51","606,629.51",100.00%,宜蘭縣,"606,629.51",100.00%,水泥及其製品製造業,水泥業
112,G3200849,信大水泥股份有限公司南聖湖廠,信大水泥股份有限公司,	03279507,"551,764.81","40,857.11","592,621.92",100.00%,"592,621.92","592,621.92",100.00%,宜蘭縣,"592,621.92",100.00%,水泥及其製品製造業,水泥業
112,G38A0540,台灣半導體股份有限公司利澤廠,台灣半導體股份有限公司,34286449,"4,699.68","10,103.88","14,803.56",100.00%,"14,803.56","14,803.56",100.00%,宜蘭縣,"14,803.56",100.00%,半導體製造業,半導體業
112,G32A0609,燿華電子股份有限公司宜蘭廠,燿華電子股份有限公司,	05637971,"2,303.11","42,820.86","45,123.98",51.58%,"87,482.71","87,482.71",100.00%,宜蘭縣,"45,123.98",51.58%,印刷電路板製造業,電子業
112,G3700880,台灣塑膠工業股份有限公司冬山廠,台灣塑膠工業股份有限公司,75708007,"115,857.65","11,395.99","127,253.63",1.57%,"8,130,027.41","8,130,027.41",100.00%,宜蘭縣,"127,253.63",1.57%,其他非金屬礦物製品製造業,石化業
112,G3700979,台灣湯淺電池股份有限公司,台灣湯淺電池股份有限公司,35878589,"1,763.38","21,948.06","23,711.45",100.00%,"23,711.45","23,711.45",100.00%,宜蘭縣,"23,711.45",100.00%,電池製造業,電池製造業
112,G32A0540,羅東鋼鐵廠股份有限公司煉鋼廠,羅東鋼鐵廠股份有限公司,42010509,"38,794.88","105,144.97","143,939.85",100.00%,"143,939.85","143,939.85",100.00%,宜蘭縣,"143,939.85",100.00%,鋼鐵製造業,鋼鐵業
112,U0100187,台灣水泥股份有限公司和平分公司和平廠,台灣水泥股份有限公司,11913502,"2,337,377.75","123,081.48","2,460,459.23",67.52%,"3,643,800.26","3,643,800.26",100.00%,花蓮縣,"2,460,459.23",67.52%,水泥及其製品製造業,水泥業
112,U9400115,亞洲水泥股份有限公司花蓮製造廠,亞洲水泥股份有限公司,	03244509,"2,634,141.98","148,714.13","2,782,856.11",100.00%,"2,782,856.11","2,782,856.11",100.00%,花蓮縣,"2,782,856.11",100.00%,水泥及其製品製造業,水泥業
112,U9500478,中華紙漿股份有限公司花蓮廠,中華紙漿股份有限公司,94025264,"61,220.74","104,154.96","165,375.70",22.73%,"727,555.62","727,555.62",100.00%,花蓮縣,"165,375.70",22.73%,紙漿、紙及紙板製造業,造紙業
112,M3302762,台灣卜蜂企業股份有限公司南投肉品加工廠,台灣卜蜂企業股份有限公司,36514783,"16,655.32","20,768.55","37,423.87",100.00%,"37,423.87","37,423.87",100.00%,南投縣,"37,423.87",100.00%,肉類加工及保藏業,食品業
112,M3302600,台灣銅箔股份有限公司,台灣銅箔股份有限公司,61932639,"11,796.82","84,040.47","95,837.29",100.00%,"95,837.29","95,837.29",100.00%,南投縣,"95,837.29",100.00%,銅製造業,銅製造業
112,T4203686,燁輝企業股份有限公司屏東廠,燁輝企業股份有限公司,75947936,"14,357.51","12,073.56","26,431.07",18.18%,"145,362.35","145,362.35",100.00%,屏東縣,"26,431.07",18.18%,金屬加工處理業,鋼鐵業
112,K6801123,長春石油化學股份有限公司苗栗二廠,長春石油化學股份有限公司,11384806,"68,830.29","586,420.75","655,251.04",26.47%,"2,475,901.51","2,475,901.51",100.00%,苗栗縣,"1,377,247.59",55.63%,化學原材料製造業,石化業
112,K7201001,中國石油化學工業開發股份有限公司頭份廠,中國石油化學工業開發股份有限公司,	03084741,"16,383.22","16,515.41","32,898.63",3.90%,"843,460.77","816,471.10",96.80%,苗栗縣,"32,898.63",3.90%,化學原材料製造業,石化業
112,K7200933,華夏海灣塑膠股份有限公司頭份總廠,華夏海灣塑膠股份有限公司,11686106,"29,583.74","75,042.86","104,626.60",100.00%,"104,626.60","104,626.60",100.00%,苗栗縣,"104,626.60",100.00%,化學原材料製造業,石化業
112,k8000366,立安東化工股份有限公司三義廠,立安東化工股份有限公司,20939460,"47,834.05","12,239.56","60,073.61",100.00%,"60,073.61","60,073.61",100.00%,苗栗縣,"60,073.61",100.00%,化學原材料製造業,石化業
112,K71B0795,台灣積體電路製造股份有限公司先進封測六廠,台灣積體電路製造股份有限公司,22099131,"6,044.88","111,622.28","117,667.16",1.03%,"11,418,277.62","11,418,277.62",100.00%,苗栗縣,"117,667.16",1.03%,半導體製造業,半導體業
112,K71A8772,力晶積成電子製造股份有限公司8B,力晶積成電子製造股份有限公司,28112667,"3,257.55","37,687.58","40,945.13",7.02%,"582,943.65","582,943.65",100.00%,苗栗縣,"40,945.13",7.02%,半導體製造業,半導體業
112,K7195124,京元電子股份有限公司竹南分公司中華廠,京元電子股份有限公司,22507241,"3,983.24","206,898.73","210,881.97",75.28%,"280,120.09","280,120.09",100.00%,苗栗縣,"280,120.09",100.00%,半導體製造業,半導體業
112,K77A0619,京元電子股份有限公司銅鑼分公司廠,京元電子股份有限公司,22507241,492.88,"68,745.24","69,238.12",24.72%,"280,120.09","280,120.09",100.00%,苗栗縣,"280,120.09",100.00%,半導體製造業,半導體業
112,K7103046,超豐電子股份有限公司公義廠,超豐電子股份有限公司,	05126366,776.40,"72,423.79","73,200.19",72.47%,"101,002.75","101,002.75",100.00%,苗栗縣,"101,002.75",100.00%,半導體製造業,半導體業
112,K72A4864,超豐電子股份有限公司頭份廠,超豐電子股份有限公司,	05126366,732.40,"27,070.16","27,802.57",27.53%,"101,002.75","101,002.75",100.00%,苗栗縣,"101,002.75",100.00%,半導體製造業,半導體業
112,K6801089,長春石油化學股份有限公司 苗栗廠,長春石油化學股份有限公司,11384806,"651,306.86","70,689.69","721,996.56",29.16%,"2,475,901.51","2,475,901.51",100.00%,苗栗縣,"1,377,247.59",55.63%,未分類其他化學製品製造業,石化業
112,K71A1370,群創光電股份有限公司T2廠,群創光電股份有限公司,12800225,"5,778.88","224,782.89","230,561.77",9.56%,"2,412,735.52","2,412,735.52",100.00%,苗栗縣,"423,832.41",17.57%,光電材料及元件製造業,光電業
112,K7104025,群創光電股份有限公司T1廠,群創光電股份有限公司,12800225,"3,180.31","113,744.40","116,924.71",4.85%,"2,412,735.52","2,412,735.52",100.00%,苗栗縣,"423,832.41",17.57%,光電材料及元件製造業,光電業
112,K71A2695,群創光電股份有限公司T3廠,群創光電股份有限公司,12800225,"3,132.91","73,213.02","76,345.93",3.16%,"2,412,735.52","2,412,735.52",100.00%,苗栗縣,"423,832.41",17.57%,光電材料及元件製造業,光電業
112,K71A9522,聯合再生能源股份有限公司竹南廠,聯合再生能源股份有限公司,27763753,331.06,"14,676.15","15,007.21",37.39%,"40,135.27","40,135.27",100.00%,苗栗縣,"15,007.21",37.39%,光電材料及元件製造業,光電業
112,K71A1805,達輝光電股份有限公司,達輝光電股份有限公司,28230046,"14,522.21","22,535.49","37,057.70",100.00%,"37,057.70","37,057.70",100.00%,苗栗縣,"37,057.70",100.00%,光電材料及元件製造業,光電業
112,K7000504,台鹽實業股份有限公司通霄精鹽廠,台鹽實業股份有限公司,89397503,"24,583.77",891.67,"25,475.44",100.00%,"25,475.44","25,475.44",100.00%,苗栗縣,"25,475.44",100.00%,其他食品製造業,食品業
112,K71A7992,環球晶圓股份有限公司竹南廠,環球晶圓股份有限公司,28113286,170.50,"20,983.96","21,154.46",14.57%,"145,193.38","21,154.46",14.57%,苗栗縣,"21,154.46",14.57%,其他電子零組件製造業,電子業
112,K77A0481,達邁科技股份有限公司銅鑼廠,達邁科技股份有限公司,70776899,"12,538.27","19,928.36","32,466.63",100.00%,"32,466.63","32,466.63",100.00%,苗栗縣,"32,466.63",100.00%,其他電子零組件製造業,電子業
112,K8201149,冠軍建材股份有限公司第二廠,冠軍建材股份有限公司,49701774,"61,784.65","26,632.19","88,416.84",100.00%,"88,416.84","88,416.84",100.00%,苗栗縣,"88,416.84",100.00%,耐火、黏土建材及其他陶瓷製品製造業,非金屬製品加工業
112,K72A2838,紡安股份有限公司頭份工廠,紡安股份有限公司,25131486,"8,649.62","24,731.62","33,381.23",100.00%,"33,381.23","33,381.23",100.00%,苗栗縣,"33,381.23",100.00%,紡紗業,紡織業
112,K7300447,年興紡織股份有限公司,年興紡織股份有限公司,22266307,"5,023.71","15,232.64","20,256.36",100.00%,"20,256.36","20,256.36",100.00%,苗栗縣,"20,256.36",100.00%,紡織品製造業,紡織業
112,K8100129,東和鋼鐵企業股份有限公司苗栗廠,東和鋼鐵企業股份有限公司,75280209,"91,119.92","220,872.80","311,992.72",37.95%,"822,114.05","822,114.05",100.00%,苗栗縣,"311,992.72",37.95%,鋼鐵製造業,鋼鐵業
112,K7000513,建順煉鋼股份有限公司,建順煉鋼股份有限公司,55695790,"42,299.93","87,285.45","129,585.38",100.00%,"129,585.38","129,585.38",100.00%,苗栗縣,"129,585.38",100.00%,鋼鐵製造業,鋼鐵業
112,H5300210,遠東新世紀股份有限公司觀音化學纖維廠,遠東新世紀股份有限公司,	03522600,"85,397.13","81,647.04","167,044.17",29.33%,"569,531.79","552,113.34",96.94%,桃園市,"167,044.17",29.33%,人造纖維製造業,石化業
112,H4801709,宏洲纖維工業股份有限公司桃園工廠,宏洲纖維工業股份有限公司,	07220710,"9,046.85","17,539.90","26,586.75",100.00%,"26,586.75","26,586.75",100.00%,桃園市,"26,586.75",100.00%,人造纖維製造業,石化業
112,H5302143,遠東先進纖維股份有限公司,遠東先進纖維股份有限公司,89392269,"4,279.82","17,249.69","21,529.51",100.00%,"21,529.51","21,529.51",100.00%,桃園市,"21,529.51",100.00%,人造纖維製造業,石化業
112,H4701071,科德寶遠東股份有限公司,科德寶遠東股份有限公司,22663158,"3,473.73","30,592.83","34,066.55",100.00%,"34,066.55","34,066.55",100.00%,桃園市,"34,066.55",100.00%,不織布業,紡織業
112,H53B7163,三福氣體股份有限公司 觀音三廠,三福氣體股份有限公司,11072509,10.16,"112,385.40","112,395.55",20.25%,"554,927.66","554,927.66",100.00%,桃園市,"200,339.89",36.10%,化學原材料製造業,石化業
112,H5387833,三福氣體股份有限公司觀音二廠,三福氣體股份有限公司,11072509,503.27,"87,441.06","87,944.33",15.85%,"554,927.66","554,927.66",100.00%,桃園市,"200,339.89",36.10%,化學原材料製造業,石化業
112,H4601227,義芳化學工業股份有限公司桃園廠,義芳化學工業股份有限公司,15395706,"361,544.78","43,349.56","404,894.34",100.00%,"404,894.34","404,894.34",100.00%,桃園市,"404,894.34",100.00%,化學原材料製造業,石化業
112,H48B1750,亞東工業氣體股份有限公司華亞氣體廠,亞東工業氣體股份有限公司,22522453,8.95,"27,174.74","27,183.69",7.62%,"356,607.21","356,607.21",100.00%,桃園市,"27,183.69",7.62%,化學原材料製造業,石化業
112,H53A3580,亞東石化股份有限公司觀音二廠,亞東石化股份有限公司,22318678,"222,833.30","73,229.90","296,063.21",87.50%,"338,342.85","338,342.85",100.00%,桃園市,"338,342.85",100.00%,化學原材料製造業,石化業
112,H5300078,亞東石化股份有限公司,亞東石化股份有限公司,22318678,"23,271.64","19,008.00","42,279.64",12.50%,"338,342.85","338,342.85",100.00%,桃園市,"338,342.85",100.00%,化學原材料製造業,石化業
112,H4603972,三義化學工業股份有限公司桃園海湖廠,三義化學工業股份有限公司,23827741,"7,409.27","73,274.51","80,683.78",100.00%,"80,683.78","80,683.78",100.00%,桃園市,"80,683.78",100.00%,化學原材料製造業,石化業
112,H4701017,國聯矽業化學股份有限公司,國聯矽業化學股份有限公司,36550632,"19,150.88","12,982.62","32,133.49",100.00%,"32,133.49","32,133.49",100.00%,桃園市,"32,133.49",100.00%,化學原材料製造業,石化業
112,H4801478,南亞塑膠工業股份有限公司工三廠,南亞塑膠工業股份有限公司,75370905,"118,898.49","236,198.26","355,096.75",9.46%,"3,752,539.36","2,988,528.75",79.64%,桃園市,"1,119,107.37",29.82%,人造纖維製造業,石化業
112,H4601398,南亞塑膠工業股份有限公司錦興廠,南亞塑膠工業股份有限公司,75370905,"743,622.39","20,388.23","764,010.62",20.36%,"3,752,539.36","764,010.62",20.36%,桃園市,"1,119,107.37",29.82%,光電材料及元件製造業,光電業
112,H53A7443,晉瑜企業股份有限公司觀音廠,晉瑜企業股份有限公司,89939090,"4,351.73","26,262.23","30,613.96",43.88%,"69,771.89","69,771.89",100.00%,桃園市,"30,613.96",43.88%,水泥及其製品製造業,水泥業
112,H50A6430,台灣積體電路製造股份有限公司先進封測三廠,台灣積體電路製造股份有限公司,22099131,"12,629.99","204,049.66","216,679.65",1.90%,"11,418,277.62","11,418,277.62",100.00%,桃園市,"216,679.65",1.90%,半導體製造業,半導體業
112,H4889454,台灣美光晶圓科技股份有限公司一廠,台灣美光晶圓科技股份有限公司,80353271,"61,468.98","472,421.78","533,890.77",54.41%,"981,257.36","981,257.36",100.00%,桃園市,"981,257.36",100.00%,半導體製造業,半導體業
112,H4888582,台灣美光晶圓科技股份有限公司二廠,台灣美光晶圓科技股份有限公司,80353271,"42,310.60","405,055.99","447,366.60",45.59%,"981,257.36","981,257.36",100.00%,桃園市,"981,257.36",100.00%,半導體製造業,半導體業
112,H46B0495,世界先進積體電路股份有限公司晶圓三廠,世界先進積體電路股份有限公司,84149358,"58,293.42","200,679.68","258,973.10",40.96%,"632,278.14","632,278.14",100.00%,桃園市,"258,973.10",40.96%,半導體製造業,半導體業
112,H43A0700,日月光半導體製造股份有限公司中壢分公司封測五廠,日月光半導體製造股份有限公司,76027628,308.59,"65,962.46","66,271.05",12.19%,"543,558.41","543,558.41",100.00%,桃園市,"240,791.05",44.30%,半導體製造業,半導體業
112,H43C1277,日月光半導體製造股份有限公司中壢分公司封測七廠,日月光半導體製造股份有限公司,76027628,232.19,"63,242.45","63,474.63",11.68%,"543,558.41","543,558.41",100.00%,桃園市,"240,791.05",44.30%,半導體製造業,半導體業
112,H43C1811,日月光半導體製造股份有限公司中壢分公司封測八廠,日月光半導體製造股份有限公司,76027628,206.07,"57,644.58","57,850.65",10.64%,"543,558.41","543,558.41",100.00%,桃園市,"240,791.05",44.30%,半導體製造業,半導體業
112,H43B3840,日月光半導體製造股份有限公司中壢分公司封測六廠,日月光半導體製造股份有限公司,76027628,348.88,"36,936.14","37,285.02",6.86%,"543,558.41","543,558.41",100.00%,桃園市,"240,791.05",44.30%,半導體製造業,半導體業
112,H43A2093,日月光半導體製造股份有限公司中壢分公司封測四廠,日月光半導體製造股份有限公司,76027628,"2,173.16","13,736.55","15,909.71",2.93%,"543,558.41","543,558.41",100.00%,桃園市,"240,791.05",44.30%,半導體製造業,半導體業
112,H4886999,穩懋半導體股份有限公司華亞二廠,穩懋半導體股份有限公司,70752257,"19,855.76","46,265.80","66,121.57",45.64%,"144,868.65","144,868.65",100.00%,桃園市,"144,868.65",100.00%,半導體製造業,半導體業
112,H48B0554,穩懋半導體股份有限公司龜山廠,穩懋半導體股份有限公司,70752257,"6,756.03","44,037.53","50,793.56",35.06%,"144,868.65","144,868.65",100.00%,桃園市,"144,868.65",100.00%,半導體製造業,半導體業
112,H4806348,穩懋半導體股份有限公司華亞廠,穩懋半導體股份有限公司,70752257,"9,649.10","18,304.43","27,953.53",19.30%,"144,868.65","144,868.65",100.00%,桃園市,"144,868.65",100.00%,半導體製造業,半導體業
112,H5001589,艾克爾國際科技股份有限公司龍潭廠,艾克爾國際科技股份有限公司,16631664,"9,097.30","34,570.19","43,667.49",55.83%,"78,213.33","78,213.33",100.00%,桃園市,"43,667.49",55.83%,半導體製造業,半導體業
112,H50A1985,合晶科技股份有限公司龍潭廠,合晶科技股份有限公司,16138282,"1,792.07","41,027.10","42,819.17",67.19%,"63,725.82","42,819.17",67.19%,桃園市,"63,725.82",100.00%,半導體製造業,半導體業
112,H50B4708,采鈺科技股份有限公司龍潭廠,采鈺科技股份有限公司,80601119,681.07,"10,641.95","11,323.01",26.98%,"41,970.21","11,323.01",26.98%,桃園市,"11,323.01",26.98%,半導體製造業,半導體業
112,H4903093,中華凸版電子股份有限公司,中華凸版電子股份有限公司,16083358,"1,733.30","17,287.86","19,021.15",100.00%,"19,021.15","19,021.15",100.00%,桃園市,"19,021.15",100.00%,半導體製造業,半導體業
112,H4601290,台硝股份有限公司桃園廠,台硝股份有限公司,38033305,"47,325.90","16,658.11","63,984.01",100.00%,"63,984.01","63,984.01",100.00%,桃園市,"63,984.01",100.00%,未分類其他化學製品製造業,石化業
112,H4606848,台耀化學股份有限公司蘆竹廠,台耀化學股份有限公司,96922622,"8,307.09","27,042.35","35,349.44",100.00%,"35,349.44","35,349.44",100.00%,桃園市,"35,349.44",100.00%,未分類其他化學製品製造業,石化業
112,H4306058,台灣華可貴股份有限公司中壢第二工廠,台灣華可貴股份有限公司,44883108,"4,979.72","18,902.52","23,882.25",100.00%,"23,882.25","23,882.25",100.00%,桃園市,"23,882.25",100.00%,未分類其他製造業,紡織業
112,H4803507,台灣中油股份有限公司煉製事業部桃園煉油廠,台灣中油股份有限公司,	03707901,"1,415,346.46","174,968.69","1,590,315.14",24.31%,"6,542,927.09","6,542,927.09",100.00%,桃園市,"1,590,315.14",24.31%,石油及煤製品製造業,石化業
112,H5008211,友達光電股份有限公司龍科廠,友達光電股份有限公司,84149738,"7,562.68","232,631.42","240,194.10",12.18%,"1,971,912.89","1,971,912.89",100.00%,桃園市,"658,478.82",33.39%,光電材料及元件製造業,光電業
112,H4888493,友達光電股份有限公司桃園分公司華亞廠,友達光電股份有限公司,84149738,"7,307.54","230,683.71","237,991.24",12.07%,"1,971,912.89","1,971,912.89",100.00%,桃園市,"658,478.82",33.39%,光電材料及元件製造業,光電業
112,H5002362,友達光電股份有限公司桃園分公司,友達光電股份有限公司,84149738,"8,159.33","172,134.14","180,293.47",9.14%,"1,971,912.89","1,971,912.89",100.00%,桃園市,"658,478.82",33.39%,光電材料及元件製造業,光電業
112,H49A2429,凌巨科技股份有限公司八德廠,凌巨科技股份有限公司,16432742,"141,543.88","83,378.99","224,922.87",100.00%,"224,922.87","224,922.87",100.00%,桃園市,"224,922.87",100.00%,光電材料及元件製造業,光電業
112,H50A6777,美商蘋果電子股份有限公司台灣分公司,美商蘋果電子股份有限公司,54393468,"2,830.69","17,305.81","20,136.50",71.20%,"28,279.75","28,279.75",100.00%,桃園市,"28,279.75",100.00%,光電材料及元件製造業,光電業
112,H50B3948,美商蘋果電子股份有限公司台灣分公司龍三廠,美商蘋果電子股份有限公司,54393468,186.69,"7,956.56","8,143.25",28.80%,"28,279.75","28,279.75",100.00%,桃園市,"28,279.75",100.00%,光電材料及元件製造業,光電業
112,H45C0110,欣興電子股份有限公司楊梅廠,欣興電子股份有限公司,23535435,"3,569.36","68,945.80","72,515.16",13.49%,"537,380.48","537,380.48",100.00%,桃園市,"385,702.88",71.77%,印刷電路板製造業,電子業
112,H4887978,欣興電子股份有限公司精密載板事業部三廠,欣興電子股份有限公司,23535435,"2,060.31","66,629.23","68,689.55",12.78%,"537,380.48","537,380.48",100.00%,桃園市,"385,702.88",71.77%,印刷電路板製造業,電子業
112,H48A7682,欣興電子股份有限公司精密載板事業部二廠,欣興電子股份有限公司,23535435,"2,369.30","63,072.77","65,442.08",12.18%,"537,380.48","537,380.48",100.00%,桃園市,"385,702.88",71.77%,印刷電路板製造業,電子業
112,H4806222,欣興電子股份有限公司山鶯一廠,欣興電子股份有限公司,23535435,"1,796.15","44,549.55","46,345.70",8.62%,"537,380.48","537,380.48",100.00%,桃園市,"385,702.88",71.77%,印刷電路板製造業,電子業
112,H4889310,欣興電子股份有限公司精密載板事業部一廠,欣興電子股份有限公司,23535435,"3,385.53","36,333.52","39,719.04",7.39%,"537,380.48","537,380.48",100.00%,桃園市,"385,702.88",71.77%,印刷電路板製造業,電子業
112,H48B6522,欣興電子股份有限公司山鶯二廠,欣興電子股份有限公司,23535435,784.73,"31,618.96","32,403.69",6.03%,"537,380.48","537,380.48",100.00%,桃園市,"385,702.88",71.77%,印刷電路板製造業,電子業
112,H46A1149,欣興電子股份有限公司蘆竹二廠,欣興電子股份有限公司,23535435,914.32,"30,521.30","31,435.62",5.85%,"537,380.48","537,380.48",100.00%,桃園市,"385,702.88",71.77%,印刷電路板製造業,電子業
112,H47A8358,欣興電子股份有限公司大園廠,欣興電子股份有限公司,23535435,"1,022.17","28,129.88","29,152.05",5.42%,"537,380.48","537,380.48",100.00%,桃園市,"385,702.88",71.77%,印刷電路板製造業,電子業
112,H5205514,景碩科技股份有限公司清華一廠,景碩科技股份有限公司,70785139,"4,661.41","85,725.40","90,386.81",38.18%,"236,714.85","236,714.85",100.00%,桃園市,"152,000.76",64.21%,印刷電路板製造業,電子業
112,H45C2819,景碩科技股份有限公司幼獅廠,景碩科技股份有限公司,70785139,"1,252.86","26,031.82","27,284.68",11.53%,"236,714.85","236,714.85",100.00%,桃園市,"152,000.76",64.21%,印刷電路板製造業,電子業
112,H4601272,華通電腦股份有限公司三廠,華通電腦股份有限公司,	04401392,660.21,"57,888.50","58,548.71",40.25%,"145,462.96","145,462.96",100.00%,桃園市,"145,462.96",100.00%,印刷電路板製造業,電子業
112,H4703600,華通電腦股份有限公司大園廠,華通電腦股份有限公司,	04401392,326.84,"43,280.33","43,607.17",29.98%,"145,462.96","145,462.96",100.00%,桃園市,"145,462.96",100.00%,印刷電路板製造業,電子業
112,H4601129,華通電腦股份有限公司一廠,華通電腦股份有限公司,	04401392,"1,901.92","41,405.16","43,307.08",29.77%,"145,462.96","145,462.96",100.00%,桃園市,"145,462.96",100.00%,印刷電路板製造業,電子業
112,H4304929,金像電子股份有限公司中壢廠,金像電子股份有限公司,30955404,"17,955.67","65,303.53","83,259.20",100.00%,"83,259.20","83,259.20",100.00%,桃園市,"83,259.20",100.00%,印刷電路板製造業,電子業
112,H46B0524,敬鵬工業股份有限公司第二之二廠,敬鵬工業股份有限公司,43816068,"1,972.42","32,238.84","34,211.26",58.57%,"58,414.40","58,414.40",100.00%,桃園市,"58,414.40",100.00%,印刷電路板製造業,電子業
112,H4605636,敬鵬工業股份有限公司第二廠,敬鵬工業股份有限公司,43816068,"1,138.97","23,064.17","24,203.14",41.43%,"58,414.40","58,414.40",100.00%,桃園市,"58,414.40",100.00%,印刷電路板製造業,電子業
112,H5301217,先豐通訊股份有限公司觀音廠,先豐通訊股份有限公司,22554807,"15,562.46","42,267.04","57,829.49",100.00%,"57,829.49","57,829.49",100.00%,桃園市,"57,829.49",100.00%,印刷電路板製造業,電子業
112,H53B2103,嘉聯益科技股份有限公司桃科廠,嘉聯益科技股份有限公司,86980046,256.71,"21,089.74","21,346.44",100.00%,"21,346.44","21,346.44",100.00%,桃園市,"21,346.44",100.00%,印刷電路板製造業,電子業
