年度,管制編號,事業名稱,公司,事業統編,直接排放量(公噸CO2e),能源間接排放量(公噸CO2e),合計排放量(公噸CO2e),工廠排放量佔比,公司總排放量,行業大類排放量,行業大類佔比,縣市別,縣市別排放量,縣市別排放量佔比,行業分類,行業大類
112,O17N5463,世界先進積體電路股份有限公司晶圓五廠,世界先進積體電路股份有限公司,84149358,"6,227.91","40,211.53","46,439.44",7.34%,"632,278.14","632,278.14",100.00%,新竹市,"210,971.85",33.37%,半導體製造業,半導體業
112,O17M3925,力晶積成電子製造股份有限公司P1/2,力晶積成電子製造股份有限公司,28112667,"21,583.49","278,194.47","299,777.96",51.42%,"582,943.65","582,943.65",100.00%,新竹市,"541,998.52",92.98%,半導體製造業,半導體業
112,O17M3896,力晶積成電子製造股份有限公司P3,力晶積成電子製造股份有限公司,28112667,"15,515.24","138,430.02","153,945.26",26.41%,"582,943.65","582,943.65",100.00%,新竹市,"541,998.52",92.98%,半導體製造業,半導體業
112,O1753306,力晶積成電子製造股份有限公司8A,力晶積成電子製造股份有限公司,28112667,"8,788.86","79,486.44","88,275.30",15.14%,"582,943.65","582,943.65",100.00%,新竹市,"541,998.52",92.98%,半導體製造業,半導體業
112,O17A6887,旺宏電子股份有限公司晶圓五廠,旺宏電子股份有限公司,22099548,"55,996.40","151,115.22","207,111.61",58.29%,"355,303.42","355,303.42",100.00%,新竹市,"355,303.42",100.00%,半導體製造業,半導體業
112,O1706307,旺宏電子股份有限公司晶圓二廠,旺宏電子股份有限公司,22099548,"63,138.11","85,053.70","148,191.80",41.71%,"355,303.42","355,303.42",100.00%,新竹市,"355,303.42",100.00%,半導體製造業,半導體業
112,O17K9082,力成科技股份有限公司竹科分公司,力成科技股份有限公司,16082267,"1,829.41","21,795.64","23,625.05",7.71%,"306,448.34","262,250.24",85.58%,新竹市,"40,534.43",13.23%,半導體製造業,半導體業
112,O17N2439,力成科技股份有限公司竹科三廠,力成科技股份有限公司,16082267,995.88,"15,913.49","16,909.37",5.52%,"306,448.34","262,250.24",85.58%,新竹市,"40,534.43",13.23%,半導體製造業,半導體業
112,O1747924,頎邦科技股份有限公司展業廠,頎邦科技股份有限公司,16130009,213.24,"43,503.75","43,716.99",32.27%,"135,476.18","113,014.52",83.42%,新竹市,"43,716.99",32.27%,半導體製造業,半導體業
112,O1704812,台灣茂矽電子股份有限公司,台灣茂矽電子股份有限公司,22099110,"80,834.37","45,102.86","125,937.23",100.00%,"125,937.23","125,937.23",100.00%,新竹市,"125,937.23",100.00%,半導體製造業,半導體業
112,O1700798,元隆電子股份有限公司,元隆電子股份有限公司,22099174,"47,601.84","21,397.75","68,999.59",100.00%,"68,999.59","68,999.59",100.00%,新竹市,"68,999.59",100.00%,半導體製造業,半導體業
112,O1701115,漢磊科技股份有限公司研新廠,漢磊科技股份有限公司,54389725,"4,281.32","7,151.82","11,433.14",18.28%,"62,555.19","62,555.19",100.00%,新竹市,"11,433.14",18.28%,半導體製造業,半導體業
112,O17A0968,新唐科技股份有限公司,新唐科技股份有限公司,28112646,"18,725.68","35,031.35","53,757.02",100.00%,"53,757.02","53,757.02",100.00%,新竹市,"53,757.02",100.00%,半導體製造業,半導體業
112,O17N8209,盧森堡商達爾國際股份有限公司新竹分公司,盧森堡商達爾國際股份有限公司,51158518,"14,365.51","15,861.75","30,227.26",74.48%,"40,586.04","30,227.26",74.48%,新竹市,"30,227.26",74.48%,半導體製造業,半導體業
112,O17N6560,鴻揚半導體股份有限公司,鴻揚半導體股份有限公司,90505585,"8,320.13","26,711.55","35,031.68",100.00%,"35,031.68","35,031.68",100.00%,新竹市,"35,031.68",100.00%,半導體製造業,半導體業
112,O1713197,台亞半導體股份有限公司力行廠,台亞半導體股份有限公司,47255947,"2,123.72","27,347.23","29,470.95",100.00%,"29,470.95","29,470.95",100.00%,新竹市,"29,470.95",100.00%,半導體製造業,半導體業
112,O1707162,矽格聯測股份有限公司,矽格聯測股份有限公司,84149456,377.16,"28,468.88","28,846.04",100.00%,"28,846.04","28,846.04",100.00%,新竹市,"28,846.04",100.00%,半導體製造業,半導體業
112,O1706923,昇陽國際半導體股份有限公司,昇陽國際半導體股份有限公司,84149884,"4,520.54","18,655.89","23,176.43",100.00%,"23,176.43","23,176.43",100.00%,新竹市,"23,176.43",100.00%,半導體製造業,半導體業
112,O1745831,敦南科技股份有限公司新竹分公司廠,敦南科技股份有限公司,23528103,"11,482.13","7,137.71","18,619.83",100.00%,"18,619.83","18,619.83",100.00%,新竹市,"18,619.83",100.00%,半導體製造業,半導體業
112,O17M3787,晶成半導體股份有限公司竹科廠,晶成半導體股份有限公司,28114454,"2,123.67","5,110.94","7,234.61",100.00%,"7,234.61","7,234.61",100.00%,新竹市,"7,234.61",100.00%,半導體製造業,半導體業
112,O1707395,友達光電股份有限公司L5廠,友達光電股份有限公司,84149738,944.66,"32,640.25","33,584.91",1.70%,"1,971,912.89","1,971,912.89",100.00%,新竹市,"44,520.73",2.26%,光電材料及元件製造業,光電業
112,O1709193,友達光電股份有限公司L3B廠,友達光電股份有限公司,84149738,637.36,"10,298.46","10,935.82",0.55%,"1,971,912.89","1,971,912.89",100.00%,新竹市,"44,520.73",2.26%,光電材料及元件製造業,光電業
112,O1706049,元太科技工業股份有限公司,元太科技工業股份有限公司,22099890,399.46,"19,166.43","19,565.89",100.00%,"19,565.89","19,565.89",100.00%,新竹市,"19,565.89",100.00%,光電材料及元件製造業,光電業
112,O1749526,采鈺科技股份有限公司,采鈺科技股份有限公司,80601119,"4,229.05","26,418.15","30,647.20",73.02%,"41,970.21","30,647.20",73.02%,新竹市,"30,647.20",73.02%,其他電子零組件製造業,電子業
112,O1703351,台灣玻璃工業股份有限公司新竹廠,台灣玻璃工業股份有限公司,11914002,"120,304.40","42,695.83","163,000.23",27.22%,"598,879.83","598,879.83",100.00%,新竹市,"163,000.23",27.22%,玻璃及其製品製造業,非金屬製品加工業
112,O1703315,華夏玻璃股份有限公司,華夏玻璃股份有限公司,47109348,"76,030.98","26,120.55","102,151.53",100.00%,"102,151.53","102,151.53",100.00%,新竹市,"102,151.53",100.00%,玻璃及其製品製造業,非金屬製品加工業
112,O1702523,正隆股份有限公司新竹廠,正隆股份有限公司,33085508,"15,259.20","10,461.73","25,720.94",1.92%,"1,338,222.45","1,338,222.45",100.00%,新竹市,"25,720.94",1.92%,紙漿、紙及紙板製造業,造紙業
112,J5700222,遠東新世紀股份有限公司化學纖維總廠,遠東新世紀股份有限公司,	03522600,"267,507.45","117,561.72","385,069.17",67.61%,"569,531.79","552,113.34",96.94%,新竹縣,"402,487.62",70.67%,人造纖維製造業,石化業
112,J6300539,聯亞科技股份有限公司一廠,聯亞科技股份有限公司,22099456,7.42,"44,849.67","44,857.09",8.10%,"553,705.98","553,705.98",100.00%,新竹縣,"44,857.09",8.10%,化學原材料製造業,石化業
112,J63A1670,台灣積體電路製造股份有限公司十二廠七期,台灣積體電路製造股份有限公司,22099131,"48,023.07","375,839.94","423,863.02",3.71%,"11,418,277.62","11,418,277.62",100.00%,新竹縣,"1,890,136.76",16.55%,半導體製造業,半導體業
112,J63A1056,台灣積體電路製造股份有限公司十二廠四期/五期,台灣積體電路製造股份有限公司,22099131,"40,385.37","309,532.67","349,918.05",3.06%,"11,418,277.62","11,418,277.62",100.00%,新竹縣,"1,890,136.76",16.55%,半導體製造業,半導體業
112,J63A1591,台灣積體電路製造股份有限公司十二廠六期,台灣積體電路製造股份有限公司,22099131,"18,497.57","246,813.47","265,311.04",2.32%,"11,418,277.62","11,418,277.62",100.00%,新竹縣,"1,890,136.76",16.55%,半導體製造業,半導體業
112,J63A3567,台灣積體電路製造股份有限公司十二廠八期,台灣積體電路製造股份有限公司,22099131,"13,368.83","211,685.76","225,054.59",1.97%,"11,418,277.62","11,418,277.62",100.00%,新竹縣,"1,890,136.76",16.55%,半導體製造業,半導體業
112,J6301107,台灣積體電路製造股份有限公司三廠,台灣積體電路製造股份有限公司,22099131,"39,365.62","160,916.75","200,282.36",1.75%,"11,418,277.62","11,418,277.62",100.00%,新竹縣,"1,890,136.76",16.55%,半導體製造業,半導體業
112,J63A0107,台灣積體電路製造股份有限公司十二廠研新廠,台灣積體電路製造股份有限公司,22099131,"11,368.93","130,441.43","141,810.36",1.24%,"11,418,277.62","11,418,277.62",100.00%,新竹縣,"1,890,136.76",16.55%,半導體製造業,半導體業
112,J6301447,台灣積體電路製造股份有限公司五廠,台灣積體電路製造股份有限公司,22099131,"29,731.78","92,019.67","121,751.45",1.07%,"11,418,277.62","11,418,277.62",100.00%,新竹縣,"1,890,136.76",16.55%,半導體製造業,半導體業
112,J6300557,台灣積體電路製造股份有限公司二廠,台灣積體電路製造股份有限公司,22099131,"19,956.66","74,697.99","94,654.65",0.83%,"11,418,277.62","11,418,277.62",100.00%,新竹縣,"1,890,136.76",16.55%,半導體製造業,半導體業
112,J6300324,台灣積體電路製造股份有限公司三廠3E廠,台灣積體電路製造股份有限公司,22099131,"6,285.17","61,206.07","67,491.24",0.59%,"11,418,277.62","11,418,277.62",100.00%,新竹縣,"1,890,136.76",16.55%,半導體製造業,半導體業
112,J63A0048,聯華電子股份有限公司Fab8S廠,聯華電子股份有限公司,47217677,"15,108.79","65,979.33","81,088.12",5.67%,"1,430,026.92","1,430,026.92",100.00%,新竹縣,"81,088.12",5.67%,半導體製造業,半導體業
112,J6300959,世界先進積體電路股份有限公司晶圓一廠,世界先進積體電路股份有限公司,84149358,"55,186.76","107,146.43","162,333.19",25.67%,"632,278.14","632,278.14",100.00%,新竹縣,"162,333.19",25.67%,半導體製造業,半導體業
112,J63A1422,矽品精密工業股份有限公司新竹分公司三廠,矽品精密工業股份有限公司,55991080,391.19,"44,110.98","44,502.17",7.96%,"559,058.66","559,058.66",100.00%,新竹縣,"44,502.17",7.96%,半導體製造業,半導體業
112,J59A7436,力成科技股份有限公司3C廠,力成科技股份有限公司,16082267,"2,248.73","73,957.30","76,206.04",24.87%,"306,448.34","262,250.24",85.58%,新竹縣,"265,913.91",86.77%,半導體製造業,半導體業
112,J59A0579,力成科技股份有限公司大同廠,力成科技股份有限公司,16082267,"1,652.33","72,624.54","74,276.87",24.24%,"306,448.34","262,250.24",85.58%,新竹縣,"265,913.91",86.77%,半導體製造業,半導體業
112,J59B1009,力成科技股份有限公司文化一廠,力成科技股份有限公司,16082267,"2,259.50","42,108.01","44,367.50",14.48%,"306,448.34","262,250.24",85.58%,新竹縣,"265,913.91",86.77%,半導體製造業,半導體業
112,J59B1316,力成科技股份有限公司新興廠,力成科技股份有限公司,16082267,"1,932.23","24,933.17","26,865.40",8.77%,"306,448.34","262,250.24",85.58%,新竹縣,"265,913.91",86.77%,半導體製造業,半導體業
112,J6300860,南茂科技股份有限公司竹科一廠,南茂科技股份有限公司,16130042,566.15,"47,481.70","48,047.85",21.36%,"224,959.77","224,959.77",100.00%,新竹縣,"114,199.78",50.76%,半導體製造業,半導體業
112,J5501121,南茂科技股份有限公司(竹北廠),南茂科技股份有限公司,16130042,834.81,"37,614.35","38,449.15",17.09%,"224,959.77","224,959.77",100.00%,新竹縣,"114,199.78",50.76%,半導體製造業,半導體業
112,J59B0259,南茂科技股份有限公司湖口一廠,南茂科技股份有限公司,16130042,"1,189.50","26,513.28","27,702.78",12.31%,"224,959.77","224,959.77",100.00%,新竹縣,"114,199.78",50.76%,半導體製造業,半導體業
112,J6301090,環球晶圓股份有限公司中德廠,環球晶圓股份有限公司,28113286,"1,531.51","122,507.42","124,038.92",85.43%,"145,193.38","124,038.92",85.43%,新竹縣,"124,038.92",85.43%,半導體製造業,半導體業
112,J59B0675,頎邦科技股份有限公司光復廠,頎邦科技股份有限公司,16130009,"7,714.79","37,149.99","44,864.77",33.12%,"135,476.18","113,014.52",83.42%,新竹縣,"44,864.77",33.12%,半導體製造業,半導體業
112,J5909814,艾克爾國際科技股份有限公司新竹廠,艾克爾國際科技股份有限公司,16631664,166.11,"34,379.73","34,545.84",44.17%,"78,213.33","78,213.33",100.00%,新竹縣,"34,545.84",44.17%,半導體製造業,半導體業
112,J59A5024,晶兆成科技股份有限公司一廠,晶兆成科技股份有限公司,28438025,934.61,"40,753.20","41,687.82",57.83%,"72,087.01","72,087.01",100.00%,新竹縣,"72,087.01",100.00%,半導體製造業,半導體業
112,J59B2542,晶兆成科技股份有限公司二廠,晶兆成科技股份有限公司,28438025,348.96,"30,050.23","30,399.20",42.17%,"72,087.01","72,087.01",100.00%,新竹縣,"72,087.01",100.00%,半導體製造業,半導體業
112,J6300299,漢磊科技股份有限公司研發廠,漢磊科技股份有限公司,54389725,"18,669.13","22,850.46","41,519.60",66.37%,"62,555.19","62,555.19",100.00%,新竹縣,"51,122.05",81.72%,半導體製造業,半導體業
112,J6300146,漢磊科技股份有限公司創新廠,漢磊科技股份有限公司,54389725,"3,745.78","5,856.67","9,602.45",15.35%,"62,555.19","62,555.19",100.00%,新竹縣,"51,122.05",81.72%,半導體製造業,半導體業
112,J63A1719,聯穎光電股份有限公司竹科廠,聯穎光電股份有限公司,53170263,"11,043.85","35,661.27","46,705.12",100.00%,"46,705.12","46,705.12",100.00%,新竹縣,"46,705.12",100.00%,半導體製造業,半導體業
112,J59A1389,矽格股份有限公司湖口廠,矽格股份有限公司,23218022,251.69,"40,075.05","40,326.73",100.00%,"40,326.73","40,326.73",100.00%,新竹縣,"40,326.73",100.00%,半導體製造業,半導體業
112,J5909010,欣銓科技股份有限公司新工一廠,欣銓科技股份有限公司,70751779,550.01,"28,659.66","29,209.67",100.00%,"29,209.67","29,209.67",100.00%,新竹縣,"29,209.67",100.00%,半導體製造業,半導體業
112,J6304706,亞太優勢微系統股份有限公司,亞太優勢微系統股份有限公司,70815339,"6,178.67","12,295.49","18,474.16",100.00%,"18,474.16","18,474.16",100.00%,新竹縣,"18,474.16",100.00%,半導體製造業,半導體業
112,J5905432,艾克爾先進科技股份有限公司,艾克爾先進科技股份有限公司,16847968,790.26,"10,780.51","11,570.77",100.00%,"11,570.77","11,570.77",100.00%,新竹縣,"11,570.77",100.00%,半導體製造業,半導體業
112,J59A1577,辛耘企業股份有限公司,辛耘企業股份有限公司,30901647,886.32,"9,504.36","10,390.68",100.00%,"10,390.68","10,390.68",100.00%,新竹縣,"10,390.68",100.00%,半導體製造業,半導體業
112,J59A4937,元晶太陽能科技股份有限公司新竹廠,元晶太陽能科技股份有限公司,28997300,"7,025.94","36,363.43","43,389.37",100.00%,"43,389.37","43,389.37",100.00%,新竹縣,"43,389.37",100.00%,光電材料及元件製造業,光電業
112,J61A1452,欣興電子股份有限公司新豐一廠,欣興電子股份有限公司,23535435,"8,312.96","113,330.64","121,643.60",22.64%,"537,380.48","537,380.48",100.00%,新竹縣,"151,677.60",28.23%,印刷電路板製造業,電子業
112,J59B2582,欣興電子股份有限公司仁義一廠,欣興電子股份有限公司,23535435,"1,017.04","29,016.97","30,034.00",5.59%,"537,380.48","537,380.48",100.00%,新竹縣,"151,677.60",28.23%,印刷電路板製造業,電子業
112,J61A3270,景碩科技股份有限公司新豐一廠,景碩科技股份有限公司,70785139,"5,441.04","53,812.17","59,253.21",25.03%,"236,714.85","236,714.85",100.00%,新竹縣,"84,714.09",35.79%,印刷電路板製造業,電子業
112,J61A3280,景碩科技股份有限公司新豐二廠,景碩科技股份有限公司,70785139,256.76,"25,204.12","25,460.88",10.76%,"236,714.85","236,714.85",100.00%,新竹縣,"84,714.09",35.79%,印刷電路板製造業,電子業
112,J5500491,台燿科技股份有限公司,台燿科技股份有限公司,	04226091,"19,987.62","25,476.64","45,464.26",100.00%,"45,464.26","45,464.26",100.00%,新竹縣,"45,464.26",100.00%,印刷電路板製造業,電子業
112,J5905343,旭德科技股份有限公司,旭德科技股份有限公司,16638110,"2,666.41","27,975.02","30,641.43",100.00%,"30,641.43","30,641.43",100.00%,新竹縣,"30,641.43",100.00%,印刷電路板製造業,電子業
112,J5902468,台豐印刷電路工業股份有限公司新竹第一工廠,台豐印刷電路工業股份有限公司,11833698,752.13,"29,849.08","30,601.21",100.00%,"30,601.21","30,601.21",100.00%,新竹縣,"30,601.21",100.00%,印刷電路板製造業,電子業
112,J5500366,正隆股份有限公司竹北廠,正隆股份有限公司,33085508,"80,905.96","47,977.68","128,883.63",9.63%,"1,338,222.45","1,338,222.45",100.00%,新竹縣,"128,883.63",9.63%,其他紙製品製造業,造紙業
112,J5909547,力成科技股份有限公司湖口廠,力成科技股份有限公司,16082267,"1,214.22","42,983.87","44,198.10",14.42%,"306,448.34","44,198.10",14.42%,新竹縣,"265,913.91",86.77%,其他電子零組件製造業,電子業
112,J6203071,台星科股份有限公司,台星科股份有限公司,70552666,"3,274.88","28,685.99","31,960.87",100.00%,"31,960.87","31,960.87",100.00%,新竹縣,"31,960.87",100.00%,其他電子零組件製造業,電子業
112,J6300155,台灣高技股份有限公司,台灣高技股份有限公司,22099343,"1,107.01","4,677.78","5,784.80",100.00%,"5,784.80","5,784.80",100.00%,新竹縣,"5,784.80",100.00%,其他電子零組件製造業,電子業
112,J5700231,大享容器工業股份有限公司,大享容器工業股份有限公司,46007218,"38,377.09","9,748.00","48,125.09",100.00%,"48,125.09","48,125.09",100.00%,新竹縣,"48,125.09",100.00%,玻璃及其製品製造業,非金屬製品加工業
112,J5901238,遠東新世紀股份有限公司湖口紡織廠,遠東新世紀股份有限公司,	03522600,109.96,"17,308.48","17,418.44",3.06%,"569,531.79","17,418.44",3.06%,新竹縣,"402,487.62",70.67%,紡紗業,紡織業
112,J5901658,長春人造樹脂廠股份有限公司新竹廠,長春人造樹脂廠股份有限公司,11384708,"159,010.34","71,858.56","230,868.89",20.03%,"1,152,774.41","1,152,774.41",100.00%,新竹縣,"230,868.89",20.03%,塑膠及合成橡膠原料製造業,石化業
112,J5901747,三陽工業股份有限公司新竹廠,三陽工業股份有限公司,24004006,"11,424.54","25,533.30","36,957.84",100.00%,"36,957.84","36,957.84",100.00%,新竹縣,"36,957.84",100.00%,機車及其零件製造業,汽機車業
112,J6100762,南港輪胎股份有限公司新豐廠,南港輪胎股份有限公司,11520909,"12,672.30","26,301.15","38,973.45",100.00%,"38,973.45","38,973.45",100.00%,新竹縣,"38,973.45",100.00%,橡膠製品製造業,石化業
112,J5901854,台灣普利司通股份有限公司新竹工廠,台灣普利司通股份有限公司,43031502,"9,994.90","17,770.72","27,765.63",100.00%,"27,765.63","27,765.63",100.00%,新竹縣,"27,765.63",100.00%,橡膠製品製造業,石化業
112,Q7100254,台灣化學纖維股份有限公司新港廠,台灣化學纖維股份有限公司,58650902,"2,067,217.00","19,357.23","2,086,574.24",26.01%,"8,022,912.66","8,002,500.26",99.75%,嘉義縣,"2,086,574.24",26.01%,人造纖維製造業,石化業
112,Q68A1602,和大工業股份有限公司嘉義廠,和大工業股份有限公司,52264848,"2,122.81","25,415.71","27,538.52",100.00%,"27,538.52","27,538.52",100.00%,嘉義縣,"27,538.52",100.00%,汽車零件製造業,汽機車業
112,Q76A0767,曜智實業股份有限公司嘉義廠,曜智實業股份有限公司,12617727,"25,143.77","5,376.84","30,520.60",100.00%,"30,520.60","30,520.60",100.00%,嘉義縣,"30,520.60",100.00%,染整業,紡織業
112,Q7100245,台灣必成股份有限公司新港廠,台灣必成股份有限公司,22662355,"40,358.44","114,311.00","154,669.44",100.00%,"154,669.44","154,669.44",100.00%,嘉義縣,"154,669.44",100.00%,玻璃及其製品製造業,非金屬製品加工業
112,Q6901613,福隆玻璃纖維股份有限公司,福隆玻璃纖維股份有限公司,22663571,"21,530.80","28,319.14","49,849.95",100.00%,"49,849.95","49,849.95",100.00%,嘉義縣,"49,849.95",100.00%,玻璃及其製品製造業,非金屬製品加工業
112,Q6900821,上評資源循環股份有限公司嘉義廠,上評資源循環股份有限公司,91004618,"7,259.96","13,771.53","21,031.50",100.00%,"21,031.50","21,031.50",100.00%,嘉義縣,"21,031.50",100.00%,紙漿、紙及紙板製造業,造紙業
112,Q7100754,台灣塑膠工業股份有限公司新港廠,台灣塑膠工業股份有限公司,75708007,"9,172.96","254,840.06","264,013.02",3.25%,"8,130,027.41","8,130,027.41",100.00%,嘉義縣,"264,013.02",3.25%,塑膠及合成橡膠原料製造業,石化業
112,Q7100272,南亞塑膠工業股份有限公司新港廠,南亞塑膠工業股份有限公司,75370905,"41,834.16","700,132.67","741,966.83",19.77%,"3,752,539.36","2,988,528.75",79.64%,嘉義縣,"831,168.60",22.15%,塑膠製品製造業,石化業
112,Q7600375,南亞塑膠工業股份有限公司嘉義廠,南亞塑膠工業股份有限公司,75370905,"14,883.63","74,318.15","89,201.78",2.38%,"3,752,539.36","2,988,528.75",79.64%,嘉義縣,"831,168.60",22.15%,塑膠製品製造業,石化業
112,N2904318,力鵬企業股份有限公司彰化尼龍總廠,力鵬企業股份有限公司,33955322,"69,916.34","60,357.44","130,273.78",62.49%,"208,485.03","130,273.78",62.49%,彰化縣,"130,273.78",62.49%,人造纖維製造業,石化業
112,N2902234,力麗企業股份有限公司彰化化纖總廠,力麗企業股份有限公司,	07663290,"48,275.70","63,742.82","112,018.52",71.47%,"156,729.03","112,018.52",71.47%,彰化縣,"156,729.03",100.00%,人造纖維製造業,石化業
112,N15A2520,長春石油化學股份有限公司彰濱廠,長春石油化學股份有限公司,11384806,"38,510.37","11,989.30","50,499.67",2.04%,"2,475,901.51","2,475,901.51",100.00%,彰化縣,"50,499.67",2.04%,化學原材料製造業,石化業
112,N16A1755,長春人造樹脂廠股份有限公司彰濱廠,長春人造樹脂廠股份有限公司,11384708,"45,305.46","25,204.28","70,509.74",6.12%,"1,152,774.41","1,152,774.41",100.00%,彰化縣,"70,509.74",6.12%,化學原材料製造業,石化業
112,N1607141,台灣鋼聯股份有限公司,台灣鋼聯股份有限公司,89528054,"73,123.37","9,399.67","82,523.04",100.00%,"82,523.04","82,523.04",100.00%,彰化縣,"82,523.04",100.00%,化學原材料製造業,石化業
112,N16A0638,晉瑜企業股份有限公司彰濱廠,晉瑜企業股份有限公司,89939090,"6,651.94","32,505.99","39,157.93",56.12%,"69,771.89","69,771.89",100.00%,彰化縣,"39,157.93",56.12%,水泥及其製品製造業,水泥業
112,N0911075,矽品精密工業股份有限公司彰化廠,矽品精密工業股份有限公司,55991080,"1,424.04","109,078.58","110,502.62",19.77%,"559,058.66","559,058.66",100.00%,彰化縣,"110,502.62",19.77%,半導體製造業,半導體業
112,N3000533,碁富食品股份有限公司彰化廠,碁富食品股份有限公司,22360437,"5,783.77","17,705.06","23,488.83",100.00%,"23,488.83","23,488.83",100.00%,彰化縣,"23,488.83",100.00%,肉類加工及保藏業,食品業
112,N1601229,慶欣欣鋼鐵股份有限公司,慶欣欣鋼鐵股份有限公司,80354671,"136,601.74","215,342.11","351,943.85",100.00%,"351,943.85","351,943.85",100.00%,彰化縣,"351,943.85",100.00%,其他金屬製品製造業,鋼鐵業
112,N1601854,獻麒紡織工業股份有限公司,獻麒紡織工業股份有限公司,22474430,"14,418.13","3,543.96","17,962.08",100.00%,"17,962.08","17,962.08",100.00%,彰化縣,"17,962.08",100.00%,染整業,紡織業
112,N08A1098,台灣玻璃工業股份有限公司鹿港平板廠,台灣玻璃工業股份有限公司,11914002,"107,631.88","14,734.85","122,366.73",20.43%,"598,879.83","598,879.83",100.00%,彰化縣,"229,940.95",38.40%,玻璃及其製品製造業,非金屬製品加工業
112,N0803765,台灣玻璃工業股份有限公司鹿港廠,台灣玻璃工業股份有限公司,11914002,"30,529.40","77,044.82","107,574.22",17.96%,"598,879.83","598,879.83",100.00%,彰化縣,"229,940.95",38.40%,玻璃及其製品製造業,非金屬製品加工業
112,N1400562,榮成紙業股份有限公司,榮成紙業股份有限公司,34202841,"232,555.03","262,149.96","494,705.00",66.20%,"747,331.29","747,331.29",100.00%,彰化縣,"747,331.29",100.00%,紙漿、紙及紙板製造業,造紙業
112,N14A1507,榮成紙業股份有限公司蒸汽廠,榮成紙業股份有限公司,34202841,"252,626.29",,"252,626.29",33.80%,"747,331.29","747,331.29",100.00%,彰化縣,"747,331.29",100.00%,紙漿、紙及紙板製造業,造紙業
112,N0702450,台灣化學纖維股份有限公司,台灣化學纖維股份有限公司,58650902,570.70,"19,841.70","20,412.40",0.25%,"8,022,912.66","20,412.40",0.25%,彰化縣,"20,412.40",0.25%,紡紗業,紡織業
112,N2901755,力麗企業股份有限公司彰化一廠,力麗企業股份有限公司,	07663290,263.36,"24,721.56","24,984.92",15.94%,"156,729.03","44,710.51",28.53%,彰化縣,"156,729.03",100.00%,紡紗業,紡織業
112,N2907186,力麗企業股份有限公司彰化五廠,力麗企業股份有限公司,	07663290,114.55,"19,611.04","19,725.59",12.59%,"156,729.03","44,710.51",28.53%,彰化縣,"156,729.03",100.00%,紡紗業,紡織業
112,N2907551,東隆興業股份有限公司彰化芳苑廠,東隆興業股份有限公司,18770509,643.05,"22,266.52","22,909.57",63.22%,"36,235.44","36,235.44",100.00%,彰化縣,"22,909.57",63.22%,紡紗業,紡織業
112,N2100552,正新橡膠工業股份有限公司,正新橡膠工業股份有限公司,59504506,"23,511.65","26,832.50","50,344.15",63.29%,"79,551.45","79,551.45",100.00%,彰化縣,"79,551.45",100.00%,橡膠製品製造業,石化業
112,N3200337,正新橡膠工業股份有限公司溪州廠,正新橡膠工業股份有限公司,59504506,"6,980.85","22,226.44","29,207.30",36.71%,"79,551.45","79,551.45",100.00%,彰化縣,"79,551.45",100.00%,橡膠製品製造業,石化業