年度,管制編號,事業名稱,公司,事業統編,直接排放量(公噸CO2e),能源間接排放量(公噸CO2e),合計排放量(公噸CO2e),工廠排放量佔比,公司總排放量,行業大類排放量,行業大類佔比,縣市別,縣市別排放量,縣市別排放量佔比,行業分類,行業大類,永續報告書有無,是否有報告,報告書收錄連結,報告書／資訊狀態,所屬集團,資訊來源,統編_trim,收錄 ETF
112,H47A0889,連大興有限公司,連大興有限公司,80445899,"18,379.71","13,063.02","31,442.73",100.00%,"31,442.73","31,442.73",100.00%,桃園市,"31,442.73",100.00%,染整業,紡織業,非屬公開發行,否,,無發行資訊,,,80445899
112,S2900821,長興材料工業股份有限公司路竹廠,長興材料工業股份有限公司,75339004,"13,974.88","17,360.05","31,334.93",100.00%,"31,334.93","31,334.93",100.00%,高雄市,"31,334.93",100.00%,未分類其他化學製品製造業,石化業,化學工業,是,https://drive.google.com/file/d/1whzBbBABYC1z8k0CPM4PrABp6HgRwE2T/view,,,,75339004,"006204, 00701, 00850"
112,H53A6138,東齊染整股份有限公司,東齊染整股份有限公司,54796568,"25,003.95","5,650.37","30,654.32",100.00%,"30,654.32","30,654.32",100.00%,桃園市,"30,654.32",100.00%,染整業,紡織業,非屬公開發行,否,,無發行資訊,,,54796568
112,J5905343,旭德科技股份有限公司,旭德科技股份有限公司,16638110,"2,666.41","27,975.02","30,641.43",100.00%,"30,641.43","30,641.43",100.00%,新竹縣,"30,641.43",100.00%,印刷電路板製造業,電子業,非屬公開發行,否,,無發行資訊,,https://subtron.test.nutsmind.com.tw/tw/csr/182,16638110
112,J5902468,台豐印刷電路工業股份有限公司新竹第一工廠,台豐印刷電路工業股份有限公司,11833698,752.13,"29,849.08","30,601.21",100.00%,"30,601.21","30,601.21",100.00%,新竹縣,"30,601.21",100.00%,印刷電路板製造業,電子業,非屬公開發行,否,,無發行資訊,,https://www.tci.com.tw/autopage/2/2,11833698
112,Q76A0767,曜智實業股份有限公司嘉義廠,曜智實業股份有限公司,12617727,"25,143.77","5,376.84","30,520.60",100.00%,"30,520.60","30,520.60",100.00%,嘉義縣,"30,520.60",100.00%,染整業,紡織業,非屬公開發行,否,,無發行資訊,,,12617727
112,E4900753,楠梓電子股份有限公司二廠,楠梓電子股份有限公司,76026851,738.45,"29,449.51","30,187.97",100.00%,"30,187.97","30,187.97",100.00%,高雄市,"30,187.97",100.00%,印刷電路板製造業,電子業,電子零組件業,是,https://drive.google.com/file/d/15xvdmz3tCRrAbluHvZVwzAJNLzgve-AG/view,,,,76026851
112,H4500850,白馬窯業股份有限公司楊梅廠,白馬窯業股份有限公司,34258318,"20,788.48","9,011.75","29,800.23",100.00%,"29,800.23","29,800.23",100.00%,桃園市,"29,800.23",100.00%,耐火、黏土建材及其他陶瓷製品製造業,非金屬製品加工業,非屬公開發行,否,,無發行資訊,,https://www.whitehorse.com.tw/overview/tw,34258318
112,O1713197,台亞半導體股份有限公司力行廠,台亞半導體股份有限公司,47255947,"2,123.72","27,347.23","29,470.95",100.00%,"29,470.95","29,470.95",100.00%,新竹市,"29,470.95",100.00%,半導體製造業,半導體業,半導體業,是,https://drive.google.com/file/d/12RqOelCJGtq1c3EAVdc9UDFJsiJFEk--/view,,,,47255947,0053
112,J5909010,欣銓科技股份有限公司新工一廠,欣銓科技股份有限公司,70751779,550.01,"28,659.66","29,209.67",100.00%,"29,209.67","29,209.67",100.00%,新竹縣,"29,209.67",100.00%,半導體製造業,半導體業,半導體業,是,https://drive.google.com/file/d/1yhasa21sehoc4NWr9R2tQ2tb8f8emO6N/view,,,,70751779,"00913, 00915, 00927, 00929, 00932, 00935, 00939, 00944, 00946, 00962"
112,R8400372,台灣史谷脫紙業股份有限公司新營廠,台灣史谷脫紙業股份有限公司,11820053,"11,634.67","17,552.81","29,187.48",100.00%,"29,187.48","29,187.48",100.00%,台南市,"29,187.48",100.00%,其他紙製品製造業,造紙業,非屬公開發行,否,,只出到2022年,,https://www.kimberly-clark.com.tw/content/company/SReport.aspx,11820053
112,O1707162,矽格聯測股份有限公司,矽格聯測股份有限公司,84149456,377.16,"28,468.88","28,846.04",100.00%,"28,846.04","28,846.04",100.00%,新竹市,"28,846.04",100.00%,半導體製造業,半導體業,非屬公開發行,否,,無發行資訊,,https://www.sigurd.com.tw/tw/esg-policy#,84149456
112,R1002547,豐年豐和企業股份有限公司上崙一廠,豐年豐和企業股份有限公司,16635562,"22,096.66","6,745.27","28,841.94",100.00%,"28,841.94","28,841.94",100.00%,台南市,"28,841.94",100.00%,動植物油脂製造業,食品業,非屬公開發行,否,,無發行資訊,,https://www.fnfh.com.tw/,16635562
112,S25A0144,欣建工業股份有限公司,欣建工業股份有限公司,28042430,"16,979.25","11,803.83","28,783.08",100.00%,"28,783.08","28,783.08",100.00%,高雄市,"28,783.08",100.00%,鋼鐵製造業,鋼鐵業,非屬公開發行,否,,無發行資訊,,https://www.synn.com.tw/,28042430
112,R9001597,能元科技股份有限公司南科廠,能元科技股份有限公司,16441469,"4,855.45","23,830.30","28,685.76",100.00%,"28,685.76","28,685.76",100.00%,台南市,"28,685.76",100.00%,其他電力設備及配備製造業,電池製造業,非屬公開發行,是,,永續報告書,,https://www.molicel.com/cn/esg/,16441469
112,H50A6777,美商蘋果電子股份有限公司台灣分公司,美商蘋果電子股份有限公司,54393468,"2,830.69","17,305.81","20,136.50",71.20%,"28,279.75","28,279.75",100.00%,桃園市,"28,279.75",100.00%,光電材料及元件製造業,光電業,非屬公開發行,是,,英文報告,,https://www.apple.com/tw/environment/,54393468
112,S1601570,燁興企業股份有限公司軋鋼廠,燁興企業股份有限公司,75992214,"11,895.36","16,193.17","28,088.52",100.00%,"28,088.52","28,088.52",100.00%,高雄市,"28,088.52",100.00%,其他金屬製品製造業,鋼鐵業,鋼鐵工業,是,https://drive.google.com/file/d/1vq9Nr8z_dCwfyXG0zweSfljJwGQOZ5_C/view,,,,75992214
112,J5901854,台灣普利司通股份有限公司新竹工廠,台灣普利司通股份有限公司,43031502,"9,994.90","17,770.72","27,765.63",100.00%,"27,765.63","27,765.63",100.00%,新竹縣,"27,765.63",100.00%,橡膠製品製造業,石化業,非屬公開發行,否,,無發行資訊,,https://www.bridgestone.com.tw/en/why-bridgestone/sustainability,43031502
112,Q68A1602,和大工業股份有限公司嘉義廠,和大工業股份有限公司,52264848,"2,122.81","25,415.71","27,538.52",100.00%,"27,538.52","27,538.52",100.00%,嘉義縣,"27,538.52",100.00%,汽車零件製造業,汽機車業,汽車工業,是,https://drive.google.com/file/d/1fhWhjj5V1xwbrDIfjsG9BFVj-crBVZa-/view,,,,52264848
112,H4895112,廣達電腦股份有限公司總廠,廣達電腦股份有限公司,22822281,942.99,"26,522.66","27,465.66",100.00%,"27,465.66","27,465.66",100.00%,桃園市,"27,465.66",100.00%,電腦及其週邊設備製造業,電子業,電腦及週邊設備業,是,https://drive.google.com/file/d/10czI9jUfLT7fzPLpSi57gGkeUMeI5HOF/view,,,,22822281,"0050, 0052, 0053, 0056, 0057, 006203, 006204, 006208, 00692, 00850, 00878, 00881, 00894, 00901, 00905, 00912, 00918, 00921, 00922, 00923, 00930, 00932, 00934, 00940, 00952, 00962, 009803, 009804, 009808"
112,R8400416,台灣紙業股份有限公司新營紙廠,台灣紙業股份有限公司,11912102,"6,915.25","20,101.53","27,016.77",100.00%,"27,016.77","27,016.77",100.00%,台南市,"27,016.77",100.00%,化學原材料製造業,石化業,非屬公開發行,否,,無發行資訊,,https://www.tppc.com.tw/%e4%bc%81%e6%a5%ad%e6%b0%b8%e7%ba%8c%e7%99%bc%e5%b1%95/%e7%92%b0%e4%bf%9d%e6%94%bf%e7%ad%96/,11912102
112,S1695018,漢翔航空工業股份有限公司岡山廠,漢翔航空工業股份有限公司,97160544,"3,580.15","23,297.85","26,878.01",100.00%,"26,878.01","26,878.01",100.00%,高雄市,"26,878.01",100.00%,未分類其他運輸工具及其零件製造業,航空業,航運業,是,https://drive.google.com/file/d/1WB3ctzVw3hkvIf6VTYtf5iOagxyo2a-6/view,,,,97160544,"006204, 00692, 00733"
112,P5400070,建大工業股份有限公司雲林廠,建大工業股份有限公司,59619900,"10,746.19","16,071.40","26,817.59",100.00%,"26,817.59","26,817.59",100.00%,雲林縣,"26,817.59",100.00%,橡膠製品製造業,石化業,橡膠工業,是,https://drive.google.com/file/d/1apmJpmVXsHEokrCBOGBbVyj7wE9k4-Dv/view,,,,59619900,006204
112,H4801709,宏洲纖維工業股份有限公司桃園工廠,宏洲纖維工業股份有限公司,	07220710,"9,046.85","17,539.90","26,586.75",100.00%,"26,586.75","26,586.75",100.00%,桃園市,"26,586.75",100.00%,人造纖維製造業,石化業,紡織纖維,是,https://drive.google.com/file/d/1wb1aWz74KRSH3lB3IdFcJYzR1-ekjEJo/view,,,,07220710
112,S2603498,泓達化工股份有限公司燕巢廠,泓達化工股份有限公司,23418128,"16,074.47","10,287.67","26,362.13",100.00%,"26,362.13","26,362.13",100.00%,高雄市,"26,362.13",100.00%,塑膠及合成橡膠原料製造業,石化業,非屬公開發行,否,,無發行資訊,,https://www.ylresin.com/tw/about,23418128
112,H4502201,建榮工業材料股份有限公司楊梅廠,建榮工業材料股份有限公司,86691377,"8,926.83","17,292.37","26,219.20",100.00%,"26,219.20","26,219.20",100.00%,桃園市,"26,219.20",100.00%,織布業,紡織業,電子零組件業,是,https://drive.google.com/file/d/17lx8O6YwkhDVXrr6IsZccEtq604uevfF/view,,,,86691377
112,S1601178,晉禾企業股份有限公司,晉禾企業股份有限公司,88680066,"5,154.06","20,435.17","25,589.24",100.00%,"25,589.24","25,589.24",100.00%,高雄市,"25,589.24",100.00%,金屬加工處理業,鋼鐵業,非屬公開發行,否,,無發行資訊,,https://www.jinnher.com.tw/about_34.html,88680066
112,H5300363,銓盟企業股份有限公司,銓盟企業股份有限公司,23313356,"21,060.96","4,459.63","25,520.59",100.00%,"25,520.59","25,520.59",100.00%,桃園市,"25,520.59",100.00%,染整業,紡織業,非屬公開發行,否,,無發行資訊,,,23313356
112,K7000504,台鹽實業股份有限公司通霄精鹽廠,台鹽實業股份有限公司,89397503,"24,583.77",891.67,"25,475.44",100.00%,"25,475.44","25,475.44",100.00%,苗栗縣,"25,475.44",100.00%,其他食品製造業,食品業,食品工業,是,https://drive.google.com/file/d/1pZyhMs2rVzTAPPbTpxMKLLMATTr9Hjri/view,,,,89397503
112,G37A3618,金元福包裝企業股份有限公司冬山廠,金元福包裝企業股份有限公司,34227006,544.77,"24,350.21","24,894.98",100.00%,"24,894.98","24,894.98",100.00%,宜蘭市,"24,894.98",100.00%,塑膠製品製造業,石化業,非屬公開發行,是,,永續報告書,,https://esg.kyf.com.tw/,34227006
112,H5302107,東欣實業股份有限公司,東欣實業股份有限公司,89356756,"20,159.22","4,690.77","24,849.99",100.00%,"24,849.99","24,849.99",100.00%,桃園市,"24,849.99",100.00%,染整業,紡織業,非屬公開發行,否,,無發行資訊,,,89356756
112,H51A5615,鉅輝鋼鐵股份有限公司,鉅輝鋼鐵股份有限公司,13079654,"16,575.97","7,884.99","24,460.97",100.00%,"24,460.97","24,460.97",100.00%,桃園市,"24,460.97",100.00%,金屬結構及建築組件製造業,鋼鐵業,非屬公開發行,否,,無發行資訊,,,13079654
112,H42A3066,台群工業股份有限公司,台群工業股份有限公司,25049986,"20,071.28","4,270.33","24,341.61",100.00%,"24,341.61","24,341.61",100.00%,桃園市,"24,341.61",100.00%,染整業,紡織業,非屬公開發行,否,,無發行資訊,,,25049986
112,H4301348,東培工業股份有限公司中壢廠,東培工業股份有限公司,	07220508,"1,541.78","22,779.82","24,321.60",100.00%,"24,321.60","24,321.60",100.00%,桃園市,"24,321.60",100.00%,其他金屬製品製造業,鋼鐵業,非屬公開發行,否,,無發行資訊,,https://www.tpibearings.co/zh-hant/about/,07220508
112,H4306058,台灣華可貴股份有限公司中壢第二工廠,台灣華可貴股份有限公司,44883108,"4,979.72","18,902.52","23,882.25",100.00%,"23,882.25","23,882.25",100.00%,桃園市,"23,882.25",100.00%,未分類其他製造業,紡織業,非屬公開發行,否,,無發行資訊,,https://www.ykktaiwan.com.tw/index-2.html,44883108
112,G3700979,台灣湯淺電池股份有限公司,台灣湯淺電池股份有限公司,35878589,"1,763.38","21,948.06","23,711.45",100.00%,"23,711.45","23,711.45",100.00%,宜蘭縣,"23,711.45",100.00%,電池製造業,電池製造業,非屬公開發行,否,,無發行資訊,,https://www.yuasa.com.tw/responsibility.php?lang=,35878589
112,N3000533,碁富食品股份有限公司彰化廠,碁富食品股份有限公司,22360437,"5,783.77","17,705.06","23,488.83",100.00%,"23,488.83","23,488.83",100.00%,彰化縣,"23,488.83",100.00%,肉類加工及保藏業,食品業,非屬公開發行,否,,無發行資訊,,https://www.kklife.com.tw/,22360437
112,H4504705,紘楷股份有限公司,紘楷股份有限公司,70738116,"19,398.00","3,917.91","23,315.92",100.00%,"23,315.92","23,315.92",100.00%,桃園市,"23,315.92",100.00%,染整業,紡織業,非屬公開發行,否,,無發行資訊,,,70738116
112,O1706923,昇陽國際半導體股份有限公司,昇陽國際半導體股份有限公司,84149884,"4,520.54","18,655.89","23,176.43",100.00%,"23,176.43","23,176.43",100.00%,新竹市,"23,176.43",100.00%,半導體製造業,半導體業,半導體業,是,https://drive.google.com/file/d/1tE0SiqSSmkVND_pIou7ZHl4swrdo0cKv/view,,,,84149884,0053
112,S2201154,三芳化學工業股份有限公司,三芳化學工業股份有限公司,83387850,"6,968.13","15,892.28","22,860.41",100.00%,"22,860.41","22,860.41",100.00%,高雄市,"22,860.41",100.00%,化學原材料製造業,石化業,塑膠工業,是,https://drive.google.com/file/d/16d0ZzjrVcFJK4bm1yVbhXsZh5JV3OPIW/view,,,,83387850,"00905, 00932"
112,H5301262,和友紡織股份有限公司觀音廠,和友紡織股份有限公司,35192807,"17,275.50","5,438.35","22,713.85",100.00%,"22,713.85","22,713.85",100.00%,桃園市,"22,713.85",100.00%,染整業,紡織業,非屬公開發行,否,,只出到2023年,,https://www.hoyu.com.tw/en/esg#esg-report,35192807
112,S1900649,南帝化學工業股份有限公司,南帝化學工業股份有限公司,12209807,"1,387.59","20,302.50","21,690.09",100.00%,"21,690.09","21,690.09",100.00%,高雄市,"21,690.09",100.00%,塑膠及合成橡膠原料製造業,石化業,橡膠工業,是,https://drive.google.com/file/d/1v-2WCWOMCUfJ5khQ57Wllx0V-p6t61St/view,,,,12209807
112,H5302143,遠東先進纖維股份有限公司,遠東先進纖維股份有限公司,89392269,"4,279.82","17,249.69","21,529.51",100.00%,"21,529.51","21,529.51",100.00%,桃園市,"21,529.51",100.00%,人造纖維製造業,石化業,非屬公開發行,是,https://drive.google.com/file/d/15373R7xPnbyFDB3dT6zLcQpC-fuKwTVp/view,永續報告書,遠東新,,89392269
112,H53B2103,嘉聯益科技股份有限公司桃科廠,嘉聯益科技股份有限公司,86980046,256.71,"21,089.74","21,346.44",100.00%,"21,346.44","21,346.44",100.00%,桃園市,"21,346.44",100.00%,印刷電路板製造業,電子業,電子零組件業,是,https://drive.google.com/file/d/1hG7XmDAj6c85d6Ywzv-Wb1jDcGitKkaM/view,,,,86980046,0053
112,S1601203,春雨工廠股份有限公司,春雨工廠股份有限公司,88187108,"12,796.06","8,297.60","21,093.65",100.00%,"21,093.65","21,093.65",100.00%,高雄市,"21,093.65",100.00%,其他基本金屬製造業,鋼鐵業,鋼鐵工業,是,https://drive.google.com/file/d/1GEZkP-f3JU0UeMIG4YzfkBr1E9obCpEF/view,,,,88187108
112,Q6900821,上評資源循環股份有限公司嘉義廠,上評資源循環股份有限公司,91004618,"7,259.96","13,771.53","21,031.50",100.00%,"21,031.50","21,031.50",100.00%,嘉義縣,"21,031.50",100.00%,紙漿、紙及紙板製造業,造紙業,非屬公開發行,否,,無發行資訊,,https://www.topcomm.com.tw/sustain/performance,91004618
112,P46A5881,古河銅箔股份有限公司,古河銅箔股份有限公司,53372182,"1,044.09","19,709.09","20,753.19",100.00%,"20,753.19","20,753.19",100.00%,雲林縣,"20,753.19",100.00%,其他基本金屬製造業,銅製造業,非屬公開發行,否,,無發行資訊,,,53372182
112,K7300447,年興紡織股份有限公司,年興紡織股份有限公司,22266307,"5,023.71","15,232.64","20,256.36",100.00%,"20,256.36","20,256.36",100.00%,苗栗縣,"20,256.36",100.00%,紡織品製造業,紡織業,紡織纖維,是,https://drive.google.com/file/d/1AKeMZCXwRNZ5g9zpm4ueb1nEjZ1IlFZH/view,,,,22266307
112,H4301839,大鐘印染股份有限公司中壢廠,大鐘印染股份有限公司,57002416,"13,953.20","5,989.65","19,942.85",100.00%,"19,942.85","19,942.85",100.00%,桃園市,"19,942.85",100.00%,染整業,紡織業,非屬公開發行,否,,無發行資訊,,http://www.gbprint.com.tw/frameset.htm,57002416
112,L8801141,巨大機械工業股份有限公司日南廠,巨大機械工業股份有限公司,56054251,"5,970.10","13,941.08","19,911.17",100.00%,"19,911.17","19,911.17",100.00%,台中市,"19,911.17",100.00%,自行車及其零件製造業,自行車業,運動休閒,是,https://drive.google.com/file/d/1chXPgP71A42p8isyE7IOoNk8jtZT8m4a/view,,,,56054251,"0051, 006204, 00850"
112,O1706049,元太科技工業股份有限公司,元太科技工業股份有限公司,22099890,399.46,"19,166.43","19,565.89",100.00%,"19,565.89","19,565.89",100.00%,新竹市,"19,565.89",100.00%,光電材料及元件製造業,光電業,光電業,是,https://drive.google.com/file/d/1z3JuFWTr2duIwr8e1vdUDUhwtJgDOnS6/view,,,,22099890,"0057, 006203, 00901, 00912, 00922"
112,H4814797,香榮實業股份有限公司,香榮實業股份有限公司,13035951,"16,715.08","2,715.02","19,430.10",100.00%,"19,430.10","19,430.10",100.00%,桃園市,"19,430.10",100.00%,染整業,紡織業,非屬公開發行,否,,無發行資訊,,http://www.xr.com.tw/home.html,13035951
112,H4204264,翔新企業股份有限公司,翔新企業股份有限公司,84570243,"15,742.23","3,283.62","19,025.85",100.00%,"19,025.85","19,025.85",100.00%,桃園市,"19,025.85",100.00%,染整業,紡織業,非屬公開發行,否,,無發行資訊,,,84570243
112,H4903093,中華凸版電子股份有限公司,中華凸版電子股份有限公司,16083358,"1,733.30","17,287.86","19,021.15",100.00%,"19,021.15","19,021.15",100.00%,桃園市,"19,021.15",100.00%,半導體製造業,半導體業,非屬公開發行,否,,無發行資訊,,,16083358
112,O1745831,敦南科技股份有限公司新竹分公司廠,敦南科技股份有限公司,23528103,"11,482.13","7,137.71","18,619.83",100.00%,"18,619.83","18,619.83",100.00%,新竹市,"18,619.83",100.00%,半導體製造業,半導體業,非屬公開發行,否,,無發行資訊,,,23528103
112,J6304706,亞太優勢微系統股份有限公司,亞太優勢微系統股份有限公司,70815339,"6,178.67","12,295.49","18,474.16",100.00%,"18,474.16","18,474.16",100.00%,新竹縣,"18,474.16",100.00%,半導體製造業,半導體業,非屬公開發行,否,,無發行資訊,,,70815339
112,H4605609,東明纖維工業股份有限公司蘆竹廠,東明纖維工業股份有限公司,	07205416,"15,213.18","3,136.50","18,349.68",100.00%,"18,349.68","18,349.68",100.00%,桃園市,"18,349.68",100.00%,染整業,紡織業,非屬公開發行,否,,無發行資訊,,,07205416
112,N1601854,獻麒紡織工業股份有限公司,獻麒紡織工業股份有限公司,22474430,"14,418.13","3,543.96","17,962.08",100.00%,"17,962.08","17,962.08",100.00%,彰化縣,"17,962.08",100.00%,染整業,紡織業,非屬公開發行,否,,無發行資訊,,http://www.hsienchi.com.tw/tw/company2.php,22474430
112,G38A0540,台灣半導體股份有限公司利澤廠,台灣半導體股份有限公司,34286449,"4,699.68","10,103.88","14,803.56",100.00%,"14,803.56","14,803.56",100.00%,宜蘭縣,"14,803.56",100.00%,半導體製造業,半導體業,半導體業,是,https://drive.google.com/file/d/118dlvyWgNRjllzj7T1uzdTqqTsyLMiIa/view,,,,34286449,00943
112,H4600551,大統新創股份有限公司染整廠,大統新創股份有限公司,22267777,"9,785.03","4,008.71","13,793.74",100.00%,"13,793.74","13,793.74",100.00%,桃園市,"13,793.74",100.00%,染整業,紡織業,紡織纖維,是,https://drive.google.com/file/d/14arNGbPLNo0vIWAT2YhWB5pdUjuKAnU9/view,,,,22267777
112,J5905432,艾克爾先進科技股份有限公司,艾克爾先進科技股份有限公司,16847968,790.26,"10,780.51","11,570.77",100.00%,"11,570.77","11,570.77",100.00%,新竹縣,"11,570.77",100.00%,半導體製造業,半導體業,非屬公開發行,是,,簡中企業責任報告,amkor,https://amkor.com/cn/corporate-responsibility/cr-report/,16847968
112,D32A8713,可成科技股份有限公司南科工廠,可成科技股份有限公司,69905810,"1,324.20","9,915.57","11,239.77",100.00%,"11,239.77","11,239.77",100.00%,台南市,"11,239.77",100.00%,鋁製造業,鋁製造業,其他電子業,是,https://drive.google.com/file/d/1NLNyNMudSq9Dmt4Ttasnnpdpj_nU4M-8/view,,,,69905810,"0051, 0052, 0053, 0056, 0057, 006203, 006204, 00690, 00713, 00728, 00731, 00850, 00878, 00901, 00918, 00919, 00929, 00932, 00934, 00936, 00940, 00943, 00944, 00946, 00961, 009802"
112,J59A1577,辛耘企業股份有限公司,辛耘企業股份有限公司,30901647,886.32,"9,504.36","10,390.68",100.00%,"10,390.68","10,390.68",100.00%,新竹縣,"10,390.68",100.00%,半導體製造業,半導體業,半導體業,是,https://drive.google.com/file/d/1qSEve2b7hxIHim7OvbM-Dm1U1zAt2GLh/view,,,,30901647
112,O17M3787,晶成半導體股份有限公司竹科廠,晶成半導體股份有限公司,28114454,"2,123.67","5,110.94","7,234.61",100.00%,"7,234.61","7,234.61",100.00%,新竹市,"7,234.61",100.00%,半導體製造業,半導體業,非屬公開發行,否,,無發行資訊,,,28114454
112,H4802662,新瑞倡企業股份有限公司桃園廠,新瑞倡企業股份有限公司,	07620770,"3,378.17","3,305.76","6,683.94",100.00%,"6,683.94","6,683.94",100.00%,桃園市,"6,683.94",100.00%,染整業,紡織業,非屬公開發行,否,,無發行資訊,,,07620770
112,J6300155,台灣高技股份有限公司,台灣高技股份有限公司,22099343,"1,107.01","4,677.78","5,784.80",100.00%,"5,784.80","5,784.80",100.00%,新竹縣,"5,784.80",100.00%,其他電子零組件製造業,電子業,非屬公開發行,是,,永續報告書,,http://www.fht.com.tw/web/tw/page/1172/%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8,22099343