證券代號,公司名稱,業別,2024年度總能源使用量,2023年度總能源使用量,2022年度總能源使用量,使用變化,2024營收,2023營收,2022營收,營收變化,2024能效,2023能效,2022能效,能效進步率
3105,穩懋半導體股份有限公司,半導體業,"629,543,000.00","630,254,088.00","654,671,844.00","-25,128,844.00","17,457,713,000","15,836,498,000","18,334,336,000","-876,623,000",0.03606102357,0.03979756686,0.03570742044,0.99%
5425,台灣半導體股份有限公司,半導體業,"219,989,520.00","210,140,700.00","232,423,400.00","-12,433,880.00","14,828,792,000","14,616,014,000","15,687,134,000","-858,342,000",0.01483529609,0.01437742876,0.01481617993,0.13%
1413,宏洲纖維工業股份有限公司,石化業,"458,110,444.00","351,414,261.00","488,255,121.00","-30,144,677.00","2,305,985,000","1,995,376,000","3,145,933,000","-839,948,000",0.1986615021,0.1761143068,0.1552020088,28.00%
8150,南茂科技股份有限公司,半導體業,"1,812,028,170.00","1,693,373,040.00","1,741,243,080.00","70,785,090.00","22,695,909,000","21,356,228,000","23,517,064,000","-821,155,000",0.0798394182,0.07929176632,0.0740416865,7.83%
2441,超豐電子股份有限公司,半導體業,"788,533,488.00",NA,NA,#VALUE!,"15,213,240,000","13,570,076,000","15,950,309,000","-737,069,000",0.05183205471,#VALUE!,#VALUE!,缺能源
3374,精材科技股份有限公司,半導體業,"693,741,456.00","653,566,057.00","654,490,984.00","39,250,472.00","7,059,941,000","6,386,868,000","7,731,797,000","-671,856,000",0.09826448351,0.1023296641,0.08464927157,16.08%
2369,菱生精密工業股份有限公司,半導體業,"428,682,283.20",NA,NA,#VALUE!,"5,372,560,000","5,660,171,000","6,006,806,000","-634,246,000",0.07979106482,#VALUE!,#VALUE!,缺能源
8358,金居開發股份有限公司,非鋼鐵金屬業,"729,084,000.00","771,994,000.00","835,088,000.00","-106,004,000.00","6,821,558,000","6,169,504,000","7,407,454,000","-585,896,000",0.1068793962,0.1251306426,0.1127361709,-5.20%
4960,誠美材料科技股份有限公司,光電業,"486,997,000.00","507,226,000.00","513,275,000.00","-26,278,000.00","8,927,193,000","9,237,663,000","9,499,682,000","-572,489,000",0.05455208597,0.05490847631,0.05403075598,0.96%
2492,華新科技股份有限公司,半導體業,"1,469,356,773.60","1,322,119,864.40","1,336,649,268.00","132,707,505.60","34,755,041,000","32,797,671,000","35,297,163,000","-542,122,000",0.04227751518,0.04031139481,0.03786846178,11.64%
6257,矽格股份有限公司,半導體業,"568,983,800.00","543,041,160.00","568,793,750.00","190,050.00","18,218,144,000","15,479,501,000","18,694,345,000","-476,201,000",0.03123171054,0.03508130915,0.03042597909,2.65%
1815,富喬工業股份有限公司,玻璃業,"1,518,720,000.00","1,507,802,000.00","1,684,225,000.00","-165,505,000.00","4,246,703,000","3,199,921,000","4,650,737,000","-404,034,000",0.3576233139,0.4711997577,0.3621415272,-1.25%
1737,臺鹽實業股份有限公司,食品業,"420,455,120.00","462,371,880.00","413,271,090.00","7,184,030.00","3,238,152,000","3,408,811,000","3,613,607,000","-375,455,000",0.129844158,0.1356402218,0.1143652561,13.53%
2108,南帝化學工業股份有限公司,石化業,"222,654,440.00","216,004,800.00","278,075,130.00","-55,420,690.00","11,364,286,000","8,942,042,000","11,668,543,000","-304,257,000",0.01959247066,0.02415609321,0.02383117841,-17.79%
4755,三福氣體股份有限公司,石化業,"276,796,000.00","161,123,000.00","212,786,000.00","64,010,000.00","5,324,424,000","4,990,961,000","5,618,600,000","-294,176,000",0.05198609277,0.03228296114,0.03787171181,37.27%
1773,勝一化工股份有限公司,石化業,"1,075,684,000.00",NA,NA,#VALUE!,"11,056,943,000","9,852,910,000","11,345,083,000","-288,140,000",0.09728584112,#VALUE!,#VALUE!,缺能源
1464,得力實業股份有限公司,紡織業,"636,231,170.00","705,914,450.00","805,902,520.00","-169,671,350.00","11,994,022,000","9,830,034,000","12,277,001,000","-282,979,000",0.05304568976,0.07181200492,0.06564327233,-19.19%
1709,和益化學工業股份有限公司,石化業,"1,280,465,000.00","1,330,309,000.00","1,299,940,000.00","-19,475,000.00","10,304,487,000","9,432,293,000","10,571,226,000","-266,739,000",0.1242628575,0.1410377095,0.1229696537,1.05%
6581,台灣鋼聯股份有限公司,石化業,"912,333,000.00","857,334,000.00","924,700,000.00","-12,367,000.00","2,378,461,000","2,041,441,000","2,637,583,000","-259,122,000",0.3835812317,0.4199651129,0.3505861237,9.41%
2342,台灣茂矽電子股份有限公司,半導體業,"345,627,000.00",NA,NA,#VALUE!,"1,893,958,000","1,483,112,000","2,151,511,000","-257,553,000",0.1824892632,#VALUE!,#VALUE!,缺能源
2323,中環股份有限公司,光電業,"313,905,000.00","326,469,000.00",NA,#VALUE!,"7,435,183,000","7,384,447,000","7,692,376,000","-257,193,000",0.0422188667,0.04421035184,#VALUE!,缺能源
2340,台亞半導體股份有限公司,半導體業,"333,761,510.00","261,672,000.00","249,024,000.00","84,737,510.00","4,299,897,000","3,972,279,000","4,529,777,000","-229,880,000",0.0776208151,0.06587452694,0.0549748917,41.19%
4401,東隆興業股份有限公司,紡織業,"457,972,400.00","313,020,700.00","539,519,600.00","-81,547,200.00","3,921,876,000","2,818,246,000","4,099,883,000","-178,007,000",0.1167738093,0.1110693318,0.1315939016,-11.26%
1220,台榮產業股份有限公司,食品業,"516,987,320,000.00",NA,NA,#VALUE!,"3,480,143,000","3,293,888,000","3,537,556,000","-57,413,000",148.5534704,#VALUE!,#VALUE!,缺能源
1470,大統新創股份有限公司,紡織業,"178,024,330.00","175,035,290.00","289,620,790.00","-111,596,460.00","788,039,000","655,221,000","845,152,000","-57,113,000",0.2259080198,0.2671393164,0.3426848543,-34.08%
1307,三芳化學工業股份有限公司,石化業,"1,329,589,000.00",NA,NA,#VALUE!,"10,779,822,000","10,086,736,000","10,763,499,000","16,323,000",0.1233405338,#VALUE!,#VALUE!,缺能源
2007,燁興企業股份有限公司,鋼鐵業,"766,772,000.00","457,442,000.00","686,035,000.00","80,737,000.00","6,899,957,000","5,015,149,000","6,828,696,000","71,261,000",0.1111270693,0.09121204574,0.1004635438,10.61%
1455,集盛實業股份有限公司,紡織業,"1,166,923,000.00","1,014,199,000.00","1,133,056,000.00","33,867,000.00","9,427,002,000","7,740,588,000","9,301,445,000","125,557,000",0.1237851652,0.1310235088,0.1218150513,1.62%
1409,新光合成纖維股份有限公司,紡織業,"2,993,900,000.00",NA,NA,#VALUE!,"46,149,165,000","39,565,140,000","45,967,673,000","181,492,000",0.06487441322,#VALUE!,#VALUE!,缺能源
2006,東和鋼鐵企業股份有限公司,鋼鐵業,"5,961,912,000.00","6,245,924,000.00","5,712,544,000.00","249,368,000.00","60,162,997,000","60,961,908,000","59,972,121,000","190,876,000",0.09909599417,0.1024561764,0.09525332612,4.03%
3265,台星科股份有限公司,半導體業,"216,370,760.00","209,770,910.00","216,933,000.00","-562,240.00","4,166,570,000","3,667,818,000","3,947,152,000","219,418,000",0.05193018718,0.0571922898,0.05495937324,-5.51%
3645,達邁科技股份有限公司,石化業,"512,259,190.00","429,876,510.00","471,300,240.00","40,958,950.00","2,246,579,000","1,593,021,000","1,889,360,000","357,219,000",0.228017439,0.2698498702,0.2494496761,-8.59%
8028,昇陽國際半導體股份有限公司,半導體業,"174,777,000.00","178,314,000.00","140,701,000.00","34,076,000.00","3,551,607,000","3,327,700,000","3,138,053,000","413,554,000",0.04921068125,0.05358475824,0.04483703749,9.75%
1806,冠軍建材股份有限公司,其他,"909,289,150.00","1,250,285,760.00","1,217,688,250.00","-308,399,100.00","3,429,476,000","3,137,657,000","3,006,408,000","423,068,000",0.2651393828,0.3984775136,0.4050309373,-34.54%
1456,怡華實業股份有限公司,紡織業,"130,026,587.20",NA,NA,#VALUE!,"1,042,275,000","1,684,895,000","617,250,000","425,025,000",0.1247526682,#VALUE!,#VALUE!,缺能源
6491,晶碩光學股份有限公司,玻璃業,"301,381,830.00","303,522,340.00",NA,#VALUE!,"6,817,305,000","6,789,861,000","6,321,198,000","496,107,000",0.04420835359,0.04470229067,#VALUE!,缺能源
5009,榮剛材料科技股份有限公司,鋼鐵業,"2,411,799,000.00","2,308,178,000.00","2,522,423,000.00","-110,624,000.00","12,864,438,000","13,525,251,000","12,365,317,000","499,121,000",0.1874779917,0.1706569438,0.203991778,-8.10%
1313,聯成化學科技股份有限公司,石化業,"277,289,750.00","270,761,770.00","215,362,280.00","61,927,470.00","73,320,280,000","73,196,046,000","72,819,643,000","500,637,000",0.003781897041,0.003699131098,0.002957475087,27.88%
1309,台達化學工業股份有限公司,石化業,"849,477,000.00","809,083,000.00","772,037,000.00","77,440,000.00","18,622,910,000","15,205,462,000","18,083,799,000","539,111,000",0.04561462199,0.05321002413,0.04269219095,6.85%
2327,國巨股份有限公司,半導體業,"2,293,013,000.00","2,172,187,000.00","1,962,646,000.00","330,367,000.00","121,667,329,000","107,609,336,000","121,086,925,000","580,404,000",0.01884657959,0.02018586008,0.01620857083,16.28%
4207,環泰企業股份有限公司,食品業,"464,939,120.00","489,534,940.00",NA,#VALUE!,"5,634,860,000","5,339,217,000","5,044,450,000","590,410,000",0.08251121057,0.09168665368,#VALUE!,缺能源
5340,建榮工業材料股份有限公司,紡織業,"253,031,000.00","250,030,000.00","274,970,000.00","-21,939,000.00","1,969,541,000","1,232,147,000","1,334,967,000","634,574,000",0.1284720653,0.2029222163,0.205975129,-37.63%
1108,幸福水泥股份有限公司,水泥業,"2,543,040,700.00","2,513,454,280.00","2,392,270,820.00","150,769,880.00","4,867,094,000","5,094,743,000","4,149,253,000","717,841,000",0.5224967301,0.4933427025,0.5765545798,-9.38%
2329,華泰電子股份有限公司,半導體業,"593,478,050.00","612,173,750.00","601,534,400.00","-8,056,350.00","16,277,445,000","16,690,436,000","15,531,669,000","745,776,000",0.03646014777,0.03667811614,0.03872954027,-5.86%
6790,永豐餘消費品實業股份有限公司,造紙業,"1,307,478,000.00",NA,NA,#VALUE!,"10,896,652,000","10,264,803,000","10,124,589,000","772,063,000",0.1199889654,#VALUE!,#VALUE!,缺能源
2029,盛餘股份有限公司,鋼鐵業,"972,093,000.00","846,206,000.00","751,154,000.00","220,939,000.00","13,690,701,000","12,389,155,000","12,796,257,000","894,444,000",0.07100388797,0.0683021562,0.05870107173,20.96%
1104,環球水泥股份有限公司,水泥業,"671,659,000.00","605,294,000.00","545,167,000.00","126,492,000.00","7,953,734,000","7,802,362,000","7,055,789,000","897,945,000",0.08444574586,0.07757830257,0.07726520734,9.29%
6789,采鈺科技股份有限公司,半導體業,"407,967,100.00","368,517,600.00","298,774,800.00","109,192,300.00","10,002,074,000","7,236,928,000","9,077,148,000","924,926,000",0.04078825052,0.0509218276,0.03291505217,23.92%
4746,台耀化學股份有限公司,石化業,"359,727,752.00","324,316,215.00","303,554,265.00","56,173,487.00","4,731,046,000","4,360,448,000","3,765,504,000","965,542,000",0.07603556423,0.07437681059,0.08061451136,-5.68%
1563,巧新科技工業股份有限公司,非鋼鐵金屬業,"787,483,900.00","838,955,860.00","804,978,920.00","-17,495,020.00","7,473,579,000","7,779,316,000","6,401,739,000","1,071,840,000",0.1053690474,0.1078444249,0.1257437893,-16.20%
2367,燿華電子股份有限公司,電子業,"822,307,137.70","740,793,977.90","836,490,733.40","-14,183,595.70","18,531,998,000","14,960,822,000","17,423,501,000","1,108,497,000",0.0443722872,0.04951559332,0.04800933712,-7.58%
1904,正隆股份有限公司,造紙業,"14,460,961,000.00","14,398,090,000.00","13,153,671,000.00","1,307,290,000.00","45,177,687,000","42,165,465,000","43,921,728,000","1,255,959,000",0.3200907784,0.341466411,0.2994798155,6.88%
9907,統一實業股份有限公司,非鋼鐵金屬業,"1,263,060,000.00","993,971,000.00","1,432,081,000.00","-169,021,000.00","44,859,298,000","35,240,202,000","43,480,280,000","1,379,018,000",0.02815603579,0.02820559882,0.03293633344,-14.51%
1710,東聯化學股份有限公司,石化業,"3,132,611,680.00","3,153,367,222.00","2,834,659,820.00","297,951,860.00","23,784,620,000","20,816,931,000","22,081,099,000","1,703,521,000",0.1317074513,0.1514808894,0.1283749428,2.60%
9930,中聯資源股份有限公司,廢棄物處理業,"1,254,333,000.00","1,332,947,000.00","1,375,764,000.00","-121,431,000.00","13,290,553,000","12,394,902,000","11,382,629,000","1,907,924,000",0.09437778849,0.1075399386,0.1208652237,-21.91%
8069,元太科技工業股份有限公司,光電業,"446,286,000.00","261,755,500.00","303,848,900.00","142,437,100.00","32,163,133,000","27,119,755,000","30,060,509,000","2,102,624,000",0.01387570048,0.009651838669,0.01010790935,37.28%
8086,宏捷科技股份有限公司,半導體業,"149,823,144.00","139,612,680.00","145,891,908.00","3,931,236.00","4,455,584,000","2,723,100,000","2,163,751,000","2,291,833,000",0.03362592738,0.05126975873,0.06742546069,-50.13%
8463,潤泰精密材料股份有限公司,水泥業,"2,954,138,670.00","3,056,193,170.00","2,767,555,680.00","186,582,990.00","6,667,704,000","5,500,872,000","4,249,175,000","2,418,529,000",0.4430518616,0.5555834002,0.6513160037,-31.98%
1237,台灣糖業股份有限公司,食品業,"1,509,981,860.00","1,483,919,990.00","1,450,492,180.00","59,489,680.00","31,434,791,000","30,187,223,000","28,823,585,000","2,611,206,000",0.04803537138,0.04915722092,0.05032310103,-4.55%
2103,台橡股份有限公司,石化業,"253,256,000.00","321,716,000.00","397,355,000.00","-144,099,000.00","37,208,665,000","31,426,889,000","33,841,197,000","3,367,468,000",0.00680637158,0.01023696619,0.0117417537,-42.03%
9939,宏全國際股份有限公司,石化業,"843,249,000.00","820,033,000.00","788,132,000.00","55,117,000.00","28,408,164,000","26,409,207,000","24,696,308,000","3,711,856,000",0.02968333328,0.03105102701,0.03191294828,-6.99%
3583,辛耘企業股份有限公司,半導體業,"74,906,000.00","69,338,170.00","70,679,040.00","4,226,960.00","9,688,280,000","6,911,981,000","5,649,986,000","4,038,294,000",0.007731609739,0.01003159152,0.0125095956,-38.19%
1314,中國石油化學工業開發股份有限公司,石化業,"3,036,179,064.00","3,092,000,000.00","3,915,000,000.00","-878,820,936.00","29,442,175,000","26,414,254,000","25,027,795,000","4,414,380,000",0.1031234637,0.1170580097,0.1564260855,-34.08%
6274,台燿科技股份有限公司,電子業,"191,449,900.00","185,659,700.00","201,618,000.00","-10,168,100.00","23,070,425,000","16,002,537,000","18,472,128,000","4,598,297,000",0.008298499052,0.01160189163,0.01091471432,-23.97%
2368,金像電子股份有限公司,電子業,"602,782,783.00","639,202,036.84","664,050,270.76","-61,267,487.76","38,951,890,000","30,043,950,000","32,785,064,000","6,166,826,000",0.01547505867,0.02127556586,0.02025465836,-23.60%
1447,力鵬企業股份有限公司,石化業,"2,340,408,000.00","2,133,023,000.00","2,281,610,000.00","58,798,000.00","34,825,223,000","29,669,737,000","28,501,393,000","6,323,830,000",0.06720439378,0.07189221125,0.08005257848,-16.05%
1402,遠東新世紀股份有限公司,石化業,"17,728,000,000.00","18,882,000,000.00","21,201,000,000.00","-3,473,000,000.00","270,953,983,000","257,203,940,000","263,944,525,000","7,009,458,000",0.06542808415,0.07341256125,0.08032369681,-18.54%
2101,南港輪胎股份有限公司,石化業,"420,228,360.00","422,026,270.00","410,900,920.00","9,327,440.00","15,223,519,000","7,851,974,000","7,412,234,000","7,811,285,000",0.02760389106,0.05374779259,0.05543550298,-50.21%
2634,漢翔航空工業股份有限公司,其他,"594,241,000.00","560,101,000.00","525,622,000.00","68,619,000.00","39,338,315,000","39,100,002,000","30,242,307,000","9,096,008,000",0.01510590883,0.01432483303,0.01738035395,-13.09%
1718,中國人造纖維股份有限公司,石化業,"3,494,375,000.00","4,043,779,000.00","4,666,639,000.00","-1,172,264,000.00","45,380,155,000","38,770,310,000","34,118,148,000","11,262,007,000",0.07700227115,0.10430092,0.13677879,-43.70%
3008,大立光電股份有限公司,光電業,NA,NA,NA,#VALUE!,"59,457,553,000","48,842,247,000","47,675,228,000","11,782,325,000",#VALUE!,#VALUE!,#VALUE!,缺能源
2206,三陽工業股份有限公司,汽車業,"351,122,944.01","387,130,424.66","360,868,555.87","-9,745,611.86","65,624,544,000","64,461,239,000","50,850,618,000","14,773,926,000",0.005350482039,0.006005631146,0.007096640514,-24.61%
2409,友達光電股份有限公司,光電業,"16,481,260,090.00","17,224,256,000.00","16,777,770,240.00","-296,510,150.00","280,245,421,000","247,964,437,000","246,792,674,000","33,452,747,000",0.05881009592,0.06946260604,0.06798325885,-13.49%
1101,台灣水泥股份有限公司,水泥業,"92,088,519,000.00","96,157,165,000.00","111,479,482,000.00","-19,390,963,000.00","154,606,511,000","109,314,335,000","113,929,706,000","40,676,805,000",0.5956315708,0.8796391159,0.9784935458,-39.13%
2382,廣達電腦股份有限公司,電子業,"3,410,887,539.10","3,245,215,881.70","3,252,193,191.50","158,694,347.60","1,410,755,659,000","1,085,611,052,000","1,280,429,312,000","130,326,347,000",0.002417773423,0.002989298861,0.00253992404,-4.81%
1216,統一企業股份有限公司,食品業,"1,705,790,000.00","1,667,418,000.00","1,601,648,000.00","104,142,000.00","657,636,534,000","581,102,935,000","524,831,664,000","132,804,870,000",0.002593818792,0.002869402131,0.003051736604,-15.01%
2330,台灣積體電路製造股份有限公司,半導體業,"90,133,200,000.00","82,854,000,000.00","75,470,400,000.00","14,662,800,000.00","2,894,307,699,000","2,161,735,841,000","2,263,891,292,000","630,416,407,000",0.03114154035,0.03832753218,0.03333658302,-6.58%
_16631664,艾克爾國際科技股份有限公司,半導體業,"7,290,324,000.00",NA,NA,#VALUE!,#N/A,#N/A,#N/A,#N/A,,,,缺營收
_51158518,美商達爾國際有限公司,半導體業,"2,371,587,000.00",NA,NA,#VALUE!,#N/A,#N/A,#N/A,#N/A,,,,缺營收
_55991080,矽品精密工業股份有限公司,半導體業,"5,709,380,000.00","5,381,363,000.00","5,381,363,000.00","328,017,000.00",#N/A,#N/A,#N/A,#N/A,,,,缺營收
_89002500,台灣恩智浦半導體股份有限公司,半導體業,"6,652,926,000.00","6,700,481,000.00","6,766,117,000.00","-113,191,000.00",#N/A,#N/A,#N/A,#N/A,,,,缺營收
_28518076,台灣美光記憶體股份有限公司,半導體業,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,缺資料
_80353271,台灣美光晶圓科技股份有限公司,半導體業,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,缺資料
_22099343,台灣高技股份有限公司,電子業,"175,473,739.20","178,537,657.90",NA,#VALUE!,#N/A,#N/A,#N/A,#N/A,,,,缺營收
_16441469,能元科技股份有限公司,其他,NA,NA,NA,#VALUE!,#N/A,#N/A,#N/A,#N/A,,,,缺營收
_36550632,國聯矽業化學股份有限公司,石化業,"70,549,200,000.00",NA,NA,#VALUE!,#N/A,#N/A,#N/A,#N/A,,,,缺營收
_84149786,晶元光電股份有限公司,光電業,"1,670,162,000.00","1,817,239,000.00","1,972,009,000.00","-301,847,000.00",#N/A,#N/A,#N/A,#N/A,,,,缺營收
_96971313,中鋼鋁業股份有限公司,非鋼鐵金屬業,"1,799,150,000.00","1,730,190,000.00","2,124,623,000.00","-325,473,000.00",#N/A,#N/A,#N/A,#N/A,,,,缺營收
_86120031,信昌化學工業股份有限公司,石化業,"2,541,765,000.00","1,418,191,000.00","2,886,074,000.00","-344,309,000.00",#N/A,#N/A,#N/A,#N/A,,,,缺營收
_39054405,李長榮化學工業股份有限公司,石化業,"7,389,572,000.00","7,157,854,000.00","8,473,427,000.00","-1,083,855,000.00",#N/A,#N/A,#N/A,#N/A,,,,缺營收
_04388145,台灣康寧顯示玻璃股份有限公司,玻璃業,"35,280,000,000.00","36,000,000,000.00","36,720,000,000.00","-1,440,000,000.00",#N/A,#N/A,#N/A,#N/A,,,,缺營收
_75688109,漢泰鋼鐵廠股份有限公司,鋼鐵業,"623,199,000.00","627,607,000.00","584,064,000.00","39,135,000.00",#N/A,#N/A,#N/A,#N/A,,,,缺營收
_84613756,中龍鋼鐵股份有限公司,鋼鐵業,"98,908,052,000.00","101,741,339,000.00","110,392,735,000.00","-11,484,683,000.00",#N/A,#N/A,#N/A,#N/A,,,,缺營收